Pers.No.,Termd,TermType,ReasonForLeaving,Rehire,BusinessUnit,EESubgroup,EEGroup,Commission,RecentRating,Tenure,Paygrade,TimeInPaygrade,PercentOfMarket,FinalPay,BeginPay,ChangeSince2020,PayIncreases,EdAssist,Sex,POC,Age,Promotion,DevRole,AppliedToJobs,HiredInJobs,PercentOfJobHired
3921,1,0,Res-Another Position,0,Net Svcs,0,Full-Time,0,3,1.02,1H,0.35,0.89,37535,36536.6,0.03,0,0,1,2,39.53,0,0,1,1,1
3922,1,0,Resigned-Relocation,0,Marketing,1,Full-Time,0,3,1.27,3A,0.57,0.83,79045,76755,0.03,0,0,0,1,48.41,0,0,1,1,1
3923,1,1,Dismissed-Unsat. Performance,0,IT,1,Full-Time,0,3,1.25,2A,1.25,1.03,91455,90555,0.01,0,0,1,1,54.69,0,0,1,1,1
3924,1,1,Dismissed-Policy Violation,0,CCO,0,Full-Time,1,3,1.48,D2,0.82,0.71,29730,28877.2,0.03,1,0,1,2,25.98,0,0,2,2,1
3925,1,0,Res-Another Position,0,HR,0,Temp,0,0,1.68,ACQ,1.68,1.01,34080,34080,0,0,0,1,2,25.47,0,0,5,1,0.2
3926,1,1,Dismissed-Policy Violation,0,Field Svcs,0,Full-Time,0,4,1.19,2H,1.19,0.87,46735,43739.8,0.07,1,0,1,1,38.31,0,0,2,1,0.5
3927,1,0,Resigned-Personal Reasons,0,CCO,1,Full-Time,1,0,0.16,1J,0.16,0.28,21235,21235,0,0,0,1,1,26.24,0,0,1,1,1
3928,0,2,,0,Net Svcs,1,Full-Time,0,4,3.26,2A,1.41,0.88,75485,62505,0.21,3,0,1,1,51.29,0,0,2,1,0.5
3929,1,0,Res-Another Position,0,Field Svcs,0,Full-Time,0,3,1.19,1H,0.54,1.09,45270,43377.2,0.04,1,0,1,2,20.89,0,0,1,1,1
3930,1,0,Res-Dissat Comp. and Benefits,0,CCO,1,Full-Time,1,0,0.08,1J,0.08,0.35,27990,27990,0,0,0,1,1,28.6,0,0,1,1,1
3931,0,2,,0,Net Svcs,0,Full-Time,0,5,3.25,4H,0.07,0.9,57505,42425,0.36,5,0,1,1,35.15,2,0,1,1,1
3932,1,0,Res-Dissat Comp. and Benefits,0,CCO,1,Full-Time,1,3,0.91,1J,0.22,0.28,21995,21995,0,0,0,0,1,48.22,0,0,1,1,1
3933,0,2,,0,CCO,0,Full-Time,0,3,3.22,D4,2.06,0.85,44490,34526.8,0.29,4,0,1,1,42.77,1,0,6,3,0.5
3934,1,1,Dis - Failed to Return LOA,0,CCO,0,Full-Time,0,3,1.53,D1,1.13,0.88,33445,31406.6,0.06,1,0,1,1,42.22,0,0,2,2,1
3935,1,1,Dismissed-Policy Violation,0,CCO,0,Full-Time,0,3,1.2,D2,0.85,0.86,35925,33803.4,0.06,1,0,1,1,29.83,0,0,4,2,0.5
3936,0,2,,0,CCO,0,Part-Time,0,3,3.22,D4,2.44,0.84,21840,33862.4,-0.36,3,0,1,1,39.69,1,0,6,3,0.5
3937,1,0,Resigned-Returned to School,0,IT,1,Full-Time,0,3,2.27,1J,2.27,1.07,63850,60280,0.06,2,0,1,1,25.12,0,0,1,1,1
3938,0,2,,0,CCO,1,Full-Time,0,4,3.22,1J,1.37,0.83,53690,40877.2,0.31,3,0,1,1,29.01,1,1,16,4,0.25
3939,0,2,,0,CCO,0,Full-Time,0,5,3.22,D3,1.37,0.9,50710,41058.8,0.24,3,0,1,1,39.88,1,0,7,4,0.57
3940,1,1,Dismissed-Attendance,0,CCO,0,Full-Time,0,3,1.45,D2,1.1,0.86,36155,34033.4,0.06,1,0,0,1,31.88,0,0,3,2,0.67
3941,1,0,Res-Another Position,0,Network Ops,1,Full-Time,0,3,2.97,1J,1.79,0.82,53745,31895,0.69,3,0,1,1,26.48,0,0,3,2,0.67
3942,1,1,Dismissed-Unsat. Performance,0,CCO,0,Full-Time,0,3,1.36,D2,1,0.86,35940,33818.4,0.06,1,0,1,1,58.51,0,0,2,2,1
3943,0,2,,0,IT,1,Full-Time,0,0,3.21,1J,0.2,1.06,64640,36000,0.8,2,0,1,1,40.74,0,0,5,2,0.4
3944,0,2,,0,Net Svcs,1,Full-Time,0,3,3.21,3A,2.37,0.92,90805,70475,0.29,4,0,1,1,54.72,1,0,4,2,0.5
3945,0,2,,0,CCO,1,Full-Time,1,3,3.21,1J,3.21,0.52,31455,27625,0.14,4,0,1,1,53.44,0,0,1,1,1
3946,0,2,,0,CCO,1,Full-Time,1,4,3.21,1J,3.21,0.53,33850,27890,0.21,4,0,1,1,41.52,0,0,1,1,1
3947,1,0,Res-Another Position,0,IT,1,Full-Time,0,4,3.04,3A,3.04,0.97,102910,94070,0.09,3,0,1,1,42.82,0,0,1,1,1
3948,1,0,Res-Another Position,0,CCO,1,Full-Time,1,0,0.76,1J,0.12,0.33,28690,28690,0,0,0,1,1,42.44,0,0,2,2,1
3949,0,2,,0,IT,1,Full-Time,0,4,3.19,1A,0.49,0.83,66890,54690,0.22,3,0,1,1,26.21,1,0,3,2,0.67
3950,1,0,Resigned-Personal Reasons,0,CCO,0,Full-Time,1,2,1.22,D2,0.62,0.7,29270,29270,0,0,0,0,2,21.94,0,0,1,1,1
3951,0,2,,0,Network Ops,1,Full-Time,0,3,3.19,1J,0.8,0.84,54620,44350,0.23,4,0,0,1,50.62,1,0,2,2,1
3952,0,2,,0,CCO,0,Full-Time,1,3,3.15,D2,2.6,0.87,37725,27990.6,0.35,5,0,0,2,32.47,0,0,2,1,0.5
3953,1,0,Res-Another Position,0,CCO,0,Full-Time,1,3,2.05,D2,1.44,0.78,31240,29617.6,0.05,1,0,0,2,29.48,0,0,1,1,1
3954,1,0,Res-Dissat w/ Career Opportun,0,IT,1,Full-Time,0,5,1.08,1A,1.08,1.18,87470,80930,0.08,1,0,0,1,28.69,0,0,1,1,1
3955,0,2,,0,Network Ops,0,Full-Time,0,4,3.17,D3,0.84,1,47260,37858.4,0.25,4,0,0,1,54.41,1,0,8,3,0.38
3956,0,2,,0,IT,1,Full-Time,0,3,3.17,1J,3.17,0.96,67485,60425,0.12,3,0,1,1,63.64,0,0,1,1,1
3957,1,0,Res-Another Position,0,Net Svcs,0,Full-Time,0,4,1.25,1H,0.68,0.92,42570,38306,0.11,2,0,1,1,34.6,1,0,1,1,1
3958,1,0,Resigned-Personal Reasons,0,IT,0,Temp,0,0,0.75,ACQ,0.37,1.01,34110,34110,0,0,0,1,1,21.66,0,0,2,2,1
3959,0,2,,0,Marketing,1,Full-Time,0,3,3.17,1J,3.17,0.89,57950,50850,0.14,3,0,1,1,41.36,0,0,1,1,1
3960,1,0,Resigned-Personal Reasons,0,CCO,1,Full-Time,1,3,3.05,1J,3.05,0.48,30975,27975,0.11,2,0,0,1,59,0,0,2,1,0.5
3961,1,0,Res-Dissat Comp. and Benefits,0,CCO,0,Full-Time,1,3,2.92,D2,2.92,0.77,32970,31576.4,0.04,2,0,0,2,42.7,0,0,10,2,0.2
3962,1,0,Res-Dissat w/ Career Opportun,0,Field Svcs,0,Full-Time,0,3,2.29,3H,0.28,0.83,50140,43900,0.14,3,0,1,1,40.02,1,0,1,1,1
3963,0,2,,0,Net Svcs,0,Full-Time,0,4,3.16,1H,3.16,1,40945,35953,0.14,3,0,0,1,59.99,0,0,1,1,1
3964,0,2,,0,Network Ops,0,Full-Time,0,3,3.16,D3,0.22,0.93,43585,33559.4,0.3,5,0,0,1,43.94,2,0,4,4,1
3965,1,0,Res-Another Position,0,CCO,1,Full-Time,1,3,1.48,1J,0.43,0.28,21270,21270,0,1,0,1,2,29.73,1,0,2,2,1
3966,0,2,,0,CCO,0,Full-Time,1,3,3.16,D3,0.83,0.87,38975,29864.6,0.31,3,0,0,1,28.17,1,0,6,3,0.5
3967,1,0,Res-Another Position,0,CCO,0,Full-Time,1,4,1.54,D2,1.54,0.76,32110,30986.8,0.04,0,0,1,1,23.8,0,0,1,1,1
3968,0,2,,0,Field Svcs,0,Full-Time,0,4,3.15,3H,3.15,1.01,61515,54359.8,0.13,3,0,1,1,44.5,0,0,23,1,0.04
3969,0,2,,0,IT,1,Full-Time,0,5,3.13,2A,0.41,0.84,77795,54325,0.43,3,0,1,1,29.83,2,0,1,1,1
3970,0,2,,0,Field Svcs,0,Full-Time,0,4,3.15,3H,3.15,0.95,57560,50217.6,0.15,3,0,1,2,38.72,0,0,1,1,1
3971,0,2,,0,IT,1,Full-Time,0,3,3.11,3A,0.61,0.88,93800,72650,0.29,5,0,1,2,44.87,2,0,6,2,0.33
3972,0,2,,0,HR,1,Full-Time,0,3,3.11,1J,2.1,0.93,60390,31930,0.89,3,0,1,1,24.02,0,0,2,2,1
3973,1,0,Resigned-Unknown,0,Field Svcs,0,Full-Time,0,4,1.63,3H,0.81,0.91,49320,43849.6,0.12,1,0,1,1,32.67,1,0,1,1,1
3974,1,1,Dismissed-Attendance,0,Net Svcs,0,Full-Time,0,3,2.8,3H,2.8,0.86,51865,48578.6,0.07,2,0,1,1,41.07,0,0,1,1,1
3975,1,0,Res-Another Position,0,IT,1,Full-Time,0,3,3.02,1J,1.05,0.82,53795,38325,0.4,4,1,0,1,36.36,1,0,6,2,0.33
3976,0,2,,0,IT,1,Full-Time,0,3,3.13,1J,0.99,1.01,61505,35625,0.73,3,0,1,1,33.02,0,0,2,2,1
3977,0,2,,0,Net Svcs,0,Full-Time,0,3,3.11,3H,0.87,0.88,53215,37594.2,0.42,6,0,1,1,37.51,0,0,3,2,0.67
3978,1,0,Res-Another Position,0,HR,0,Temp,0,0,1.03,ACQ,1.03,1.01,31370,31370,0,0,0,1,1,20.96,0,0,1,1,1
3979,1,0,Res-Another Position,0,Net Svcs,0,Full-Time,0,4,2.49,3H,2.49,0.94,56260,51455.2,0.09,2,0,1,1,45.73,0,0,1,1,1
3980,1,0,Res-Another Position,0,Field Svcs,1,Full-Time,0,4,2.27,1A,1.87,0.97,72470,65520,0.11,2,0,1,1,43.94,0,0,3,2,0.67
3981,0,2,,0,Net Svcs,0,Full-Time,0,4,3.07,3H,3.07,0.91,55510,48417.2,0.15,3,0,1,1,24.62,0,0,2,1,0.5
3982,1,0,Res-Another Position,0,IT,1,Full-Time,0,3,2.6,1A,1.55,1.03,82000,68860,0.19,3,0,1,1,25.29,1,0,1,1,1
3983,0,2,,0,Net Svcs,0,Full-Time,0,3,3.09,3H,0.87,0.83,50215,37152.6,0.35,6,0,1,1,31.28,1,0,3,1,0.33
3984,1,0,Res-Another Position,0,HR,0,Temp,0,0,1.1,ACQ,1.1,1.01,33615,31535,0.07,1,0,0,1,22.78,0,0,2,1,0.5
3985,1,1,Dismissed-Other,0,Giro,0,Full-Time,0,3,1.14,D3,0.59,0.94,43520,42126.4,0.03,1,0,1,2,28.75,0,0,2,2,1
3986,1,0,Resigned-Returned to School,0,HR,0,Temp,0,0,1.35,ACQ,1.35,1.01,31935,31935,0,0,0,1,1,23.46,0,0,1,1,1
3987,1,1,Dismissed-Unsat. Performance,0,CCO,1,Full-Time,1,0,0.69,1J,0.69,0.35,27565,27565,0,0,0,1,1,48.15,0,0,1,1,1
3988,0,2,,0,CCO,1,Full-Time,1,4,3.06,1J,3.06,0.68,49080,45470,0.08,2,0,0,1,61.72,0,0,1,1,1
3989,1,0,Resigned-Relocation,0,Giro,0,Full-Time,0,4,3.07,2H,0.05,0.88,48705,41612.2,0.17,4,0,0,1,26.3,0,0,1,1,1
3990,0,2,,0,IT,1,Full-Time,0,3,3.09,1A,0.84,0.96,76700,65190,0.18,4,0,1,1,44.38,1,0,1,1,1
3991,0,2,,0,HR,1,Full-Time,0,3,3.07,1A,2.06,0.94,71315,33395,1.14,6,0,1,2,26.37,0,0,7,3,0.43
3992,1,0,Res-Another Position,0,HR,0,Temp,0,0,1.83,ACQ,1.83,1.01,33690,31610,0.07,1,0,1,1,22.65,0,0,2,1,0.5
3993,0,2,,0,HR,0,Full-Time,0,3,3.07,D2,2.21,0.93,39715,33558.2,0.18,3,0,0,1,25.82,0,0,3,2,0.67
3994,0,2,,1,Field Svcs,0,Full-Time,0,4,2.74,3H,0.87,0.84,51320,44185.6,0.16,5,0,1,1,29.03,0,0,1,1,1
3995,0,2,,0,CCO,1,Full-Time,1,5,3.09,1J,3.09,0.51,31775,27425,0.16,3,0,1,1,51.34,0,0,2,1,0.5
3996,1,0,Res-Dissat Comp. and Benefits,0,CCO,1,Full-Time,1,0,0.62,1J,0.62,0.35,27475,27475,0,0,0,1,1,35.13,0,0,1,1,1
3997,0,2,,0,Giro,1,Full-Time,0,5,3.07,1J,2.56,1.24,80335,70335,0.14,2,0,1,1,54.32,0,0,1,1,1
3998,1,1,Dis-Temp Assignment Ended,0,IT,0,Temp,0,0,1.56,ACQ,1.56,1.01,33415,33415,0,0,0,1,1,29.71,0,0,1,1,1
3999,0,2,,0,Finance,1,Full-Time,0,3,3.09,1A,1.95,0.91,69835,57415,0.22,5,0,0,1,34.96,1,0,1,1,1
4000,1,0,Resigned-Returned to School,0,HR,0,Temp,0,0,1.89,ACQ,1.89,1.01,34020,31940,0.07,1,0,1,1,23.19,0,0,2,2,1
4001,1,0,Resigned-Returned to School,0,HR,0,Temp,0,0,0.66,ACQ,0.66,1.01,31950,31950,0,0,0,1,1,22.77,0,0,1,1,1
4002,0,2,,0,Network Ops,0,Full-Time,0,4,3.07,D1,3.07,1.02,38210,34112.4,0.12,3,0,0,1,61.99,0,0,1,1,1
4003,0,2,,0,HR,1,Full-Time,0,4,3.06,1J,0.11,0.91,58875,43835,0.34,5,0,0,1,26.3,1,0,3,2,0.67
4004,1,0,Resigned-Personal Reasons,0,Network Ops,0,Full-Time,0,0,0.63,D3,0.63,0.75,34875,34875,0,0,0,0,1,24.62,0,0,1,1,1
4005,0,2,,0,IT,1,Full-Time,0,3,3.07,1A,3.07,1.12,90240,83200,0.08,3,1,1,1,51.17,0,0,3,1,0.33
4006,0,2,,0,IT,1,Full-Time,0,4,3.07,2A,0.03,1.06,97840,85160,0.15,4,1,1,1,63.65,1,0,2,2,1
4007,0,2,,0,Field Svcs,0,Full-Time,0,5,3.06,3H,2.02,0.88,53670,43436.4,0.24,4,0,1,1,26.58,1,0,1,1,1
4008,1,1,Dismissed-Other,0,Network Ops,1,Full-Time,0,3,2,1A,2,0.95,71405,65325,0.09,2,0,0,2,35.96,0,0,1,1,1
4009,0,2,,0,Net Svcs,0,Full-Time,0,3,3.07,3H,0.76,0.96,55705,46303.4,0.2,4,0,1,1,52.41,1,0,1,1,1
4010,1,0,Resigned-Job Abandonment,0,Field Svcs,0,Full-Time,0,3,1.9,1H,1.44,0.93,39000,34257.6,0.14,3,0,1,2,24.95,0,0,1,1,1
4011,1,0,Res-Another Position,0,Net Svcs,0,Full-Time,0,4,2.46,3H,2.46,0.85,48170,44155.6,0.09,2,0,1,1,31.1,0,0,6,1,0.17
4012,0,2,,0,Network Ops,0,Full-Time,0,4,3.06,1H,0.57,0.88,41815,33973.4,0.23,5,0,1,1,61.17,1,0,9,2,0.22
4013,0,2,,0,IT,1,Full-Time,0,3,3.06,1J,0.41,0.97,67655,33415,1.02,3,0,1,1,24.76,1,0,2,2,1
4014,0,2,,0,IT,1,Full-Time,0,5,3.06,1A,0.41,1.11,89680,33920,1.64,4,0,1,1,24.87,2,0,2,2,1
4015,0,2,,0,IT,1,Full-Time,0,4,3.05,1A,0.15,0.98,78735,33835,1.33,5,0,1,1,26.72,2,0,2,2,1
4016,0,2,,0,IT,0,Full-Time,0,4,3.06,1H,2.37,0.94,44310,33993.2,0.3,2,0,1,1,29.72,0,0,3,2,0.67
4017,0,2,,0,IT,1,Full-Time,0,4,3.06,1J,0.41,0.94,65845,35495,0.86,3,0,1,1,32.82,1,0,4,2,0.5
4018,0,2,,0,CCO,0,Full-Time,0,5,3.05,D4,0.68,0.86,44975,35490.2,0.27,5,0,0,1,60.24,1,0,6,2,0.33
4019,0,2,,0,Marketing,1,Full-Time,0,3,3.05,2A,0.15,0.83,71400,35136,1.03,5,0,0,1,44.92,2,0,3,3,1
4020,1,0,Res-Another Position,0,HR,0,Temp,0,0,0.64,ACQ,0.64,1.01,34190,34190,0,0,0,1,1,22.7,0,0,6,1,0.17
4021,1,0,Resigned-Returned to School,0,HR,0,Temp,0,0,1.16,ACQ,1.16,1.01,33555,31475,0.07,1,0,1,1,22.18,0,0,1,1,1
4022,1,0,Resigned-Personal Reasons,0,CCO,1,Full-Time,1,4,1.33,1J,0.78,0.36,28010,28010,0,1,0,1,1,55.75,0,0,2,2,1
4023,1,0,Res-Another Position,0,IT,1,Full-Time,0,3,1.51,1J,0.07,0.95,63555,57155,0.11,2,0,1,2,34.1,1,0,1,1,1
4024,1,0,Res-Dissat w/Job Content,0,IT,1,Full-Time,0,3,2.2,1J,1.37,1.03,62000,34230,0.81,1,0,1,1,25.62,0,0,2,2,1
4025,1,0,Res-Dissat Comp. and Benefits,0,IT,1,Full-Time,0,3,2.98,1J,2.29,0.95,66880,33860,0.98,2,0,1,1,42.47,0,0,2,2,1
4026,1,0,Resigned-Relocation,0,IT,0,Temp,0,0,1.1,ACQ,1.1,1.01,33705,33705,0,0,0,0,1,29.62,0,0,1,1,1
4027,0,2,,0,Network Ops,0,Full-Time,0,3,3.02,D3,1.45,0.9,51350,44631.6,0.15,3,0,1,1,40.72,0,0,5,1,0.2
4028,0,2,,0,IT,1,Full-Time,0,3,3.02,2A,3.02,0.94,86460,80260,0.08,3,0,1,1,44.5,0,0,1,1,1
4029,0,2,,1,IT,1,Full-Time,0,0,0.12,1J,0.12,0.81,56625,56625,0,0,0,1,1,28.46,0,0,2,1,0.5
4030,0,2,,0,Giro,0,Full-Time,0,5,2.94,2H,0.07,0.99,54455,46135,0.18,4,0,1,1,46.77,0,0,1,1,1
4031,1,0,Res-Dissat w/Job Content,0,IT,1,Full-Time,0,3,1.42,1J,1.42,0.95,64160,60740,0.06,1,0,1,1,39.5,0,0,6,2,0.33
4032,1,0,Res-Another Position,0,CCO,1,Full-Time,1,4,1.06,1J,1.06,0.36,28410,27600,0.03,0,0,0,1,52.21,0,0,1,1,1
4033,1,1,Dismissed-Unsat. Performance,0,Net Svcs,0,Full-Time,0,2,1.65,1H,1.23,0.91,38115,34308.6,0.11,1,0,1,1,21.04,0,0,1,1,1
4034,1,1,Dismissed-Unsat. Performance,0,CCO,0,Full-Time,1,2,0.99,D3,0.99,0.82,37595,37595,0,0,0,1,2,32.05,0,0,1,1,1
4035,1,0,Res-Dissat w/Job Content,0,CCO,1,Full-Time,1,0,0.62,1J,0.62,0.35,27280,27280,0,0,0,1,1,44.73,0,0,2,1,0.5
4036,1,0,Res-Dissat w/ Career Opportun,0,Net Svcs,0,Full-Time,0,3,1.58,1H,0.63,0.91,42505,34892.2,0.22,3,0,1,1,28.8,1,0,1,1,1
4037,0,2,,0,IT,1,Full-Time,0,4,2.98,1J,0.18,0.97,68320,36290,0.88,4,0,1,1,23.42,1,0,3,2,0.67
4038,1,0,Res-Another Position,0,Net Svcs,0,Full-Time,0,3,2.19,3H,0.09,0.82,49160,45790.4,0.07,3,0,1,1,32.15,0,0,2,1,0.5
4039,1,1,Dis-End of Introductory Period,0,CCO,1,Full-Time,1,0,0.45,1J,0.45,0.35,27225,27225,0,0,0,1,1,29.25,0,0,3,1,0.33
4040,1,0,Res-Another Position,0,CCO,1,Full-Time,1,3,1.62,1A,1.62,0.4,38125,37365,0.02,0,0,1,1,32.14,0,0,2,1,0.5
4041,1,0,Res-Dissat w/Job Content,0,CCO,1,Full-Time,1,4,2.55,1J,2.55,0.52,32360,27360,0.18,2,1,1,2,26,0,0,1,1,1
4042,1,0,Res-Dissat Comp. and Benefits,0,Field Svcs,0,Full-Time,0,3,1.3,1H,0.91,0.91,37985,33804.2,0.12,2,0,1,1,33.82,0,0,1,1,1
4043,1,0,Res-Dissat w/Work Conditions,0,Net Svcs,0,Full-Time,0,3,1.35,1H,0.99,0.91,38045,34238.6,0.11,2,0,1,1,48.38,0,0,1,1,1
4044,1,0,Res-Another Position,0,CCO,1,Full-Time,1,4,1.75,1J,0.35,0.37,28850,27210,0.06,2,0,1,1,51.95,1,0,21,4,0.19
4045,0,2,,0,CCO,1,Full-Time,1,4,2.98,1J,2.98,0.5,31870,27890,0.14,3,0,1,2,61.99,0,0,4,1,0.25
4046,0,2,,0,Finance,1,Full-Time,0,3,2.98,1A,2.98,1.02,78470,70590,0.11,3,0,0,1,53.25,0,0,4,1,0.25
4047,1,0,Resigned-Personal Reasons,0,Field Svcs,0,Full-Time,0,5,2.9,4H,1.82,0.98,65085,52251.4,0.25,4,0,1,1,57.2,1,0,7,1,0.14
4048,0,2,,0,Finance,1,Full-Time,0,3,2.98,1J,2.98,0.76,49375,45715,0.08,2,1,1,1,41.15,0,1,2,2,1
4049,1,0,Res-Dissat Comp. and Benefits,0,Giro,1,Full-Time,1,5,2.02,1J,1.64,0.81,45300,42730,0.06,1,0,1,2,28.06,0,0,1,1,1
4050,0,2,,0,Giro,1,Full-Time,0,5,2.93,3A,2.56,1.07,105940,95590,0.11,2,0,1,1,46.05,0,0,1,1,1
4051,1,1,Dis-Temp Assignment Ended,0,Marketing,0,Temp,0,0,1.54,ACQ,1.54,1.01,31490,31490,0,0,0,1,1,23.33,0,0,10,1,0.1
4052,0,2,,0,IT,1,Full-Time,0,5,2.96,2A,0.18,0.94,86990,57240,0.52,5,0,1,1,34.88,2,0,5,3,0.6
4053,1,0,Res-Another Position,0,Field Svcs,0,Full-Time,0,3,1.62,2H,1.62,0.85,41945,40073,0.05,1,0,1,1,42.76,0,0,2,1,0.5
4054,0,2,,0,Field Svcs,0,Full-Time,0,4,2.96,3H,2.96,0.97,59725,51717,0.15,3,0,1,1,37.38,0,0,1,1,1
4055,1,0,Res-Accept New Job-Competitor,0,IT,1,Full-Time,0,3,1.39,2A,1.39,0.92,82045,80575,0.02,1,0,1,1,50.78,0,0,1,1,1
4056,0,2,,0,Net Svcs,0,Full-Time,0,4,2.95,3H,0.87,0.86,49980,43885.6,0.14,4,0,1,1,63.58,0,0,1,1,1
4057,0,2,,0,Field Svcs,0,Full-Time,0,4,2.95,3H,0.87,0.84,51235,37340.6,0.37,5,0,1,2,55.22,0,0,3,2,0.67
4058,0,2,,0,Net Svcs,0,Full-Time,0,5,2.9,4H,0.53,0.85,56460,43896.8,0.29,5,0,1,1,29.8,1,0,2,1,0.5
4059,0,2,,0,Field Svcs,0,Full-Time,0,4,2.94,3H,0.87,0.98,59705,46871.4,0.27,5,0,1,1,29.14,0,0,1,1,1
4060,1,0,Resigned-Relocation,0,Giro,1,Full-Time,0,5,1.93,1J,1.57,0.98,62140,55440,0.12,2,0,0,1,44.72,0,0,3,2,0.67
4061,1,0,Res-Another Position,0,Giro,1,Full-Time,0,4,2.71,1J,2.35,0.96,62330,55480,0.12,3,0,1,1,49.32,0,0,1,1,1
4062,0,2,,0,Net Svcs,0,Full-Time,0,3,2.92,3H,1.52,0.92,53630,46204.4,0.16,4,0,1,1,55.95,1,0,1,1,1
4063,0,2,,0,Net Svcs,0,Full-Time,0,4,2.92,3H,1.79,0.91,55580,44535.2,0.25,4,0,1,1,36.37,1,0,1,1,1
4064,1,0,Resigned-Personal Reasons,0,Marketing,0,Temp,0,0,0.68,ACQ,0.68,1.01,33580,33580,0,0,0,0,2,28.34,0,0,1,1,1
4065,1,0,Resigned-Personal Reasons,0,CCO,1,Full-Time,1,0,0.49,1J,0.13,0.28,21285,21285,0,0,0,1,1,39.53,0,0,1,1,1
4066,0,2,,0,CCO,1,Full-Time,1,3,2.92,1J,2.56,0.5,31875,21975,0.45,3,0,1,2,39.78,0,0,2,1,0.5
4067,0,2,,0,Giro,0,Full-Time,0,4,2.9,2H,0.07,0.86,47410,35970,0.32,5,0,1,1,29.85,0,0,1,1,1
4068,1,0,Res-Dissat Comp. and Benefits,0,Field Svcs,0,Full-Time,0,4,0.87,2H,0.54,1,54035,51684.6,0.05,1,0,1,1,33.91,0,0,1,1,1
4069,0,2,,0,Giro,0,Full-Time,0,4,2.92,2H,0.07,0.86,46995,36595,0.28,5,0,1,1,29.87,0,0,1,1,1
4070,0,2,,0,Field Svcs,0,Full-Time,0,4,2.92,3H,1.83,0.93,57325,44969.8,0.27,4,0,1,1,22.27,1,0,1,1,1
4071,1,0,Resigned-Relocation,0,CCO,0,Full-Time,1,3,1,D2,0.68,0.72,30725,30038.6,0.02,0,0,0,2,39.82,0,0,2,1,0.5
4072,0,2,,0,Network Ops,0,Full-Time,0,3,2.9,D3,2.9,0.91,51545,46178.6,0.12,3,0,0,1,43.91,0,0,1,1,1
4073,1,1,Dismissed-Unsat. Performance,0,CCO,0,Full-Time,1,3,1.2,D2,0.89,0.8,33690,31610,0.07,1,0,0,1,34.78,0,0,1,1,1
4074,0,2,,0,Giro,0,Full-Time,0,4,2.9,2H,0.07,0.99,55060,46740,0.18,4,0,1,1,60.75,0,0,2,1,0.5
4075,0,2,,0,CCO,0,Full-Time,1,4,2.92,D2,2.6,0.87,37650,29725.2,0.27,4,0,0,1,52.18,0,0,3,1,0.33
4076,0,2,,0,Net Svcs,0,Full-Time,0,4,2.92,D3,0.3,0.81,46370,34618,0.34,6,0,0,1,56.9,0,0,9,2,0.22
4077,0,2,,0,Network Ops,1,Full-Time,0,3,2.88,1A,0.76,0.82,66735,44635,0.5,4,0,1,1,43.87,1,0,6,2,0.33
4078,1,1,Dismissed-Unsat. Performance,0,CCO,1,Full-Time,1,4,1.29,1J,1.29,0.36,27870,27150,0.03,0,0,0,1,43.68,0,0,1,1,1
4079,1,0,Res-Another Position,0,Giro,0,Temp,0,0,0.6,ACQ,0.6,1.01,31555,31555,0,0,0,0,2,23.14,0,0,1,1,1
4080,0,2,,0,Field Svcs,0,Full-Time,0,4,2.88,3H,2.88,0.89,54095,46107.8,0.17,3,0,1,1,56.2,0,0,1,1,1
4081,0,2,,1,CCO,1,Full-Time,1,4,0.03,1A,0.03,0.52,43150,43150,0,0,0,1,1,48.97,0,0,24,1,0.04
4082,1,1,Dis-End of Introductory Period,0,CCO,0,Full-Time,1,0,0.46,D2,0.16,0.7,29710,29710,0,0,0,1,1,55.29,0,0,1,1,1
4083,1,1,Dis-End of Introductory Period,0,CCO,0,Full-Time,1,0,0.43,D3,0.43,0.82,38255,38255,0,0,0,1,1,24.42,0,0,1,1,1
4084,0,2,,0,IT,1,Full-Time,0,3,2.88,1A,1.72,0.99,75845,64895,0.17,4,0,1,2,46.84,1,0,1,1,1
4085,0,2,,0,Net Svcs,0,Full-Time,0,4,2.88,3H,0.87,0.94,57320,39016,0.47,6,0,1,1,36.57,1,0,2,2,1
4086,0,2,,0,IT,1,Full-Time,0,4,2.88,3A,0.15,0.95,100805,90555,0.11,3,0,1,1,52.09,1,0,4,2,0.5
4087,0,2,,0,CCO,1,Full-Time,1,2,2.88,1A,2.88,0.63,52230,51460,0.01,0,0,0,1,54.13,0,0,1,1,1
4088,0,2,,0,Net Svcs,0,Full-Time,0,5,2.88,4H,0.07,0.9,57545,40385,0.42,5,0,1,1,23.36,2,0,1,1,1
4089,0,2,,0,IT,1,Full-Time,0,4,2.88,2A,0.15,1.05,97170,67240,0.45,6,0,1,1,26.26,2,0,1,1,1
4090,0,2,,0,Network Ops,0,Full-Time,0,3,2.86,D1,2.86,0.96,37145,33401,0.11,3,0,0,1,64.96,0,0,1,1,1
4091,1,0,Res-Dissat Comp. and Benefits,0,Network Ops,0,Full-Time,0,4,2.77,D1,2.77,1.03,39640,34835.2,0.14,3,0,1,1,47.27,0,0,7,2,0.29
4092,1,0,Resigned-Returned to School,0,Finance,1,Full-Time,0,3,1.93,1J,0.9,0.81,51885,31785,0.63,3,0,1,2,23.96,0,0,3,2,0.67
