Pers.No.,Termd,TermType,ReasonForLeaving,Rehire,BusinessUnit,EESubgroup,EEGroup,Commission,RecentRating,Tenure,Paygrade,TimeInPaygrade,PercentOfMarket,FinalPay,BeginPay,ChangeSince2020,PayIncreases,EdAssist,Sex,POC,Age,Promotion,DevRole,AppliedToJobs,HiredInJobs,PercentOfJobHired
1,1,0,Retirement,0,HR,1,Full-Time,0,3,42.26,1J,5.25,1.14,71765,69515,0.03,0,0,1,1,64.85,0,0,1,1,1
2,0,2,,0,Field Svcs,1,Full-Time,0,4,31.76,3A,6.2,1.09,107560,98030,0.1,2,0,1,1,57.77,0,0,1,1,1
3,1,0,Retirement,0,Field Svcs,0,Part-Time,0,4,41.26,4H,8.24,1.08,43725,61920.84,-0.29,3,0,1,1,63.39,0,0,1,1,1
4,0,2,,0,IT,1,Full-Time,0,3,50.92,2A,14.98,0.89,81970,75250,0.09,3,0,1,1,64.62,0,0,2,1,0.5
5,0,2,,0,Net Svcs,0,Full-Time,0,3,48.15,4H,18.01,1.13,76285,69233.8,0.1,3,0,1,1,63.14,0,0,1,1,1
6,0,2,,0,IT,1,Full-Time,0,5,41.29,5A,3.1,0.99,173025,155965,0.11,2,0,1,1,61.59,0,0,2,2,1
7,0,2,,0,Net Svcs,0,Full-Time,0,3,40.62,4H,20.86,1.1,73655,66479,0.11,3,0,1,1,61.72,0,0,1,1,1
8,0,2,,0,Net Svcs,1,Full-Time,0,4,47.78,3A,13.33,1.04,101995,92455,0.1,2,0,1,1,61.76,0,0,1,1,1
9,0,2,,0,Net Svcs,0,Full-Time,0,3,52.08,ACQ,20.86,1.27,68235,63867,0.07,2,0,1,1,71.06,0,0,1,1,1
10,0,2,,0,Net Svcs,0,Full-Time,0,4,50.81,ACQ,20.86,1.17,63465,59429.8,0.07,2,0,1,1,64.68,0,0,1,1,1
11,1,0,Retirement,0,Net Svcs,0,Part-Time,0,3,42.47,4H,14.55,1.02,41465,61329,-0.32,3,0,1,1,66.27,0,0,1,1,1
12,1,0,Retirement,0,Network Ops,0,Full-Time,0,4,34.56,D1,14.61,1.04,39570,36304.4,0.09,2,0,0,1,64.91,0,0,1,1,1
13,0,2,,0,HR,1,Full-Time,0,3,39.98,3A,20.86,1.1,108525,103625,0.05,2,0,1,1,51.96,0,0,1,1,1
14,0,2,,0,Net Svcs,0,Full-Time,0,4,48.89,3H,14.25,1.06,64950,57212.4,0.14,3,0,1,2,63.95,0,0,1,1,1
15,0,2,,0,Field Svcs,0,Full-Time,0,4,40,5H,12.91,1.12,82040,73948.8,0.11,3,0,1,1,59.79,0,0,1,1,1
16,0,2,,0,Field Svcs,0,Full-Time,0,5,35.77,4H,1.52,1.12,75655,64963.8,0.16,4,0,1,1,60.41,1,0,1,1,1
17,0,2,,0,Net Svcs,0,Full-Time,0,3,41.16,3H,20.86,1.08,65340,59703.2,0.09,3,0,1,1,63.18,0,0,1,1,1
18,1,0,Retirement,0,Net Svcs,0,Full-Time,0,4,45.5,4H,19.41,1.12,74255,70968.6,0.05,1,0,1,1,61.69,0,0,1,1,1
19,1,0,Resigned-Personal Reasons,0,Network Ops,1,Full-Time,0,4,40.58,3A,8.58,1.04,99130,95570,0.04,0,0,1,1,63.55,0,0,1,1,1
20,1,0,Retirement,0,Field Svcs,0,Full-Time,0,4,42.25,3H,19.38,1.12,67000,63921.6,0.05,1,0,1,1,66.54,0,0,1,1,1
21,1,0,Retirement,0,Network Ops,1,Full-Time,0,3,35.68,2A,18.37,0.96,85780,85780,0,0,0,1,1,65.16,0,0,1,1,1
22,0,2,,0,Network Ops,0,Part-Time,0,3,47.04,D3,6.62,1.01,46860,43221.56,0.08,3,0,0,1,56.82,0,0,1,1,1
23,0,2,,0,Net Svcs,1,Full-Time,0,3,32.18,3A,8,1.02,95195,87355,0.09,2,0,1,1,64.46,0,0,1,1,1
24,0,2,,0,Net Svcs,0,Full-Time,0,4,46.66,5H,12.79,1.18,86280,80268.8,0.07,3,0,1,1,61.33,0,0,1,1,1
25,1,0,Retirement,0,Net Svcs,0,Full-Time,0,4,41.23,3H,20.78,1.07,65465,60431.4,0.08,2,0,1,1,76.34,0,0,1,1,1
26,0,2,,0,Net Svcs,0,Full-Time,0,4,50.18,5H,20.86,1.16,85195,76126.2,0.12,3,0,1,1,50.41,0,0,1,1,1
27,0,2,,0,Net Svcs,1,Full-Time,0,3,50.29,3A,15.78,1.2,119340,110650,0.08,2,0,1,1,61.86,0,0,2,1,0.5
28,1,0,Retirement,0,Net Svcs,0,Full-Time,0,3,42.08,5H,15.32,1.12,82040,74323.2,0.1,3,0,1,1,64.04,0,0,1,1,1
29,0,2,,0,Network Ops,1,Full-Time,0,3,36.93,3A,10.45,0.96,101840,94390,0.08,2,0,1,1,61.9,0,0,1,1,1
30,1,0,Retirement,0,IT,1,Full-Time,0,4,40.04,4A,18.95,1.1,135515,127465,0.06,2,0,1,1,63.37,0,0,2,1,0.5
31,1,0,Retirement,0,IT,1,Full-Time,0,4,44.38,4A,11.88,1.12,131425,123935,0.06,1,0,1,1,62.43,0,0,1,1,1
32,0,2,,0,IT,1,Full-Time,0,3,47.71,2A,1.64,1,87495,73065,0.2,4,0,1,1,60.74,1,0,1,1,1
33,0,2,,0,Net Svcs,0,Full-Time,0,4,39.53,4H,13.25,1.19,79670,73138.8,0.09,3,0,1,1,59.86,0,0,1,1,1
34,0,2,,0,Net Svcs,0,Full-Time,0,3,36.78,4H,15.48,1.18,78600,72526.4,0.08,3,0,1,1,63.18,0,0,1,1,1
35,1,0,Retirement,0,HR,1,Part-Time,0,3,45.13,5A,19.37,0.88,109345,107465,0.02,0,0,1,1,63.1,0,0,1,1,1
36,1,0,Retirement,0,Net Svcs,0,Full-Time,0,3,33.45,ACQ,11.66,0.78,41995,41599.8,0.01,0,0,0,1,62.68,0,0,1,1,1
37,0,2,,0,Network Ops,1,Full-Time,0,4,50.96,2A,15.06,1.14,93735,84635,0.11,2,0,0,1,60.65,0,0,1,1,1
38,0,2,,0,Net Svcs,0,Full-Time,0,3,47.7,ACQ,20.86,1.25,67485,63928.2,0.06,2,0,1,1,63.21,0,0,1,1,1
39,0,2,,0,Net Svcs,0,Full-Time,0,4,45.03,4H,20.86,1.08,72470,64878,0.12,3,0,1,1,65.61,0,0,1,1,1
40,0,2,,0,Field Svcs,0,Full-Time,0,3,43.69,1H,15.17,1.11,47905,42996.2,0.11,3,0,0,1,62.85,0,0,1,1,1
41,0,2,,0,Field Svcs,0,Full-Time,0,4,35.18,3H,20.86,1.09,67030,59250.8,0.13,3,0,1,1,61.65,0,0,1,1,1
42,1,0,Retirement,0,Net Svcs,0,Part-Time,0,2,40.38,4H,5.07,0.99,37440,59388.16,-0.37,1,0,1,1,66.03,0,0,1,1,1
43,1,0,Retirement,0,Network Ops,0,Full-Time,0,3,39.44,D3,5.37,0.97,45285,43101,0.05,1,0,0,1,60.66,0,0,1,1,1
44,0,2,,0,Field Svcs,0,Full-Time,0,3,31.93,4H,20.36,1.05,70470,63210.8,0.11,3,0,1,1,61.03,0,0,1,1,1
45,0,2,,0,HR,1,Full-Time,0,5,33.44,3A,20.86,1.23,121750,113390,0.07,2,0,0,1,64.03,0,0,1,1,1
46,0,2,,0,Marketing,1,Full-Time,0,3,33.53,5A,3.29,1.08,140800,134390,0.05,2,0,1,1,61.43,0,0,2,2,1
47,0,2,,0,Marketing,1,Full-Time,0,3,36.08,2A,11.12,1.07,91900,85720,0.07,2,0,0,1,58,0,0,1,1,1
48,1,0,Retirement,0,Field Svcs,0,Full-Time,0,3,31.41,3H,9.79,1.12,60490,58306,0.04,1,0,1,1,63.48,0,0,1,1,1
49,1,0,Retirement,0,Field Svcs,0,Full-Time,0,3,39.33,4H,13.07,1.02,66800,65801.6,0.02,0,0,1,2,65.08,0,0,1,1,1
50,1,0,Retirement,0,IT,1,Part-Time,0,3,47.8,1A,6.2,0.56,41815,62955,-0.34,2,0,1,1,62.24,0,0,1,1,1
51,0,2,,0,IT,1,Full-Time,0,3,40.3,2A,9.84,0.88,77095,70395,0.1,2,0,1,1,65.3,0,0,1,1,1
52,0,2,,0,Field Svcs,0,Full-Time,0,3,41.45,3H,6.43,1.09,62835,58529.4,0.07,3,0,1,1,53.68,0,0,1,1,1
53,1,0,Retirement,0,Net Svcs,0,Full-Time,0,3,32.35,3H,18.37,1.08,58830,58830,0,0,0,1,1,63.1,0,0,1,1,1
54,1,0,Retirement,0,Net Svcs,0,Full-Time,0,3,39.43,4H,18.83,1.06,69870,67353.2,0.04,1,0,1,1,64.79,0,0,1,1,1
55,0,2,,0,HR,1,Full-Time,0,4,34.15,1A,20.86,1.04,78955,70405,0.12,3,0,0,1,61.74,0,0,1,1,1
56,0,2,,0,Network Ops,1,Full-Time,0,3,47.79,2A,6.7,0.9,83380,76910,0.08,2,0,1,1,64.34,0,0,1,1,1
57,0,2,,0,Field Svcs,0,Full-Time,0,3,42.97,3H,20.86,1.05,64425,58746.6,0.1,3,0,1,1,64.24,0,0,1,1,1
58,0,2,,0,Net Svcs,0,Full-Time,0,4,30.89,1H,12.76,1.16,49555,44604.6,0.11,3,0,1,1,58.36,0,0,6,1,0.17
59,0,2,,0,IT,1,Full-Time,0,4,27.49,4A,0.34,0.88,110160,78470,0.4,5,0,1,1,56.63,3,0,1,1,1
60,1,0,Retirement,0,IT,1,Full-Time,0,3,36.09,1A,6.23,0.93,70205,63605,0.1,2,0,1,1,68.09,0,0,1,1,1
61,1,0,Retirement,0,IT,1,Full-Time,0,4,39.46,4A,11.69,0.96,120735,111615,0.08,2,0,1,1,65.83,0,0,2,1,0.5
62,1,0,Retirement,0,IT,1,Full-Time,0,3,35.95,4A,19.16,1,121420,118760,0.02,1,0,1,1,64.54,0,0,1,1,1
63,0,2,,0,HR,1,Full-Time,0,4,39.73,5A,1.49,1.12,145560,131700,0.11,2,0,0,1,59.59,1,0,4,2,0.5
64,0,2,,0,HR,1,Full-Time,0,3,40.91,1A,20.86,1.06,81180,73070,0.11,3,0,1,2,59.58,0,0,1,1,1
65,0,2,,0,IT,1,Full-Time,0,4,34.87,2A,20.86,1.07,94290,86580,0.09,2,0,0,1,60.47,0,0,1,1,1
66,0,2,,0,IT,1,Full-Time,0,5,40.21,5A,20.86,1.2,173170,157730,0.1,3,0,1,1,60.72,0,0,1,1,1
67,1,0,Retirement,0,IT,1,Part-Time,0,3,34.21,4A,9.23,0.85,51925,51925,0,0,0,1,1,65.57,0,0,1,1,1
68,0,2,,0,HR,1,Full-Time,0,4,37.93,5A,20.86,1.11,195275,180385,0.08,2,0,1,1,58.56,0,0,1,1,1
69,0,2,,0,Marketing,1,Full-Time,0,5,38.92,5A,15.32,1.1,192455,176405,0.09,2,0,0,1,60.04,0,0,2,1,0.5
70,0,2,,0,IT,1,Full-Time,0,3,39.64,5A,20.86,1.2,173755,165815,0.05,2,0,1,1,62.09,0,0,1,1,1
71,1,0,Retirement,0,HR,1,Part-Time,0,4,34.76,5A,12,0.99,127235,151591,-0.16,2,0,1,1,65.4,0,0,1,1,1
72,0,2,,0,HR,0,Full-Time,0,3,38.84,D3,4.48,1.05,59630,53785.2,0.11,3,0,0,1,57.47,0,0,1,1,1
73,0,2,,0,IT,1,Full-Time,0,4,34.86,5A,20.86,1.23,215835,198375,0.09,2,0,1,1,60.47,0,0,3,1,0.33
74,0,2,,0,Field Svcs,0,Full-Time,0,4,36.21,ACQ,15.48,1.06,62025,56533.8,0.1,3,0,1,1,65.74,0,0,1,1,1
75,0,2,,0,Net Svcs,0,Full-Time,0,5,30.99,4H,2.44,1.02,68800,52929.6,0.3,4,0,1,1,56.17,1,0,1,1,1
76,0,2,,0,Net Svcs,0,Full-Time,0,5,34.41,1H,11.41,1.12,48045,42782.6,0.12,3,0,0,1,54.53,0,0,1,1,1
77,0,2,,0,Net Svcs,0,Full-Time,0,3,33.08,4H,10.42,1.08,72125,64075.4,0.13,3,0,1,1,57.15,0,0,1,1,1
78,1,0,Retirement,0,Field Svcs,1,Full-Time,0,4,33.79,3A,7.48,0.99,96225,89465,0.08,1,0,1,1,58.3,0,0,1,1,1
79,1,0,Retirement,0,Field Svcs,0,Full-Time,0,3,31.65,3H,18.95,1.01,60860,59861.6,0.02,0,0,1,1,63.19,0,0,1,1,1
80,0,2,,0,Net Svcs,0,Full-Time,0,4,34.03,5H,17.05,1.15,84025,76204.2,0.1,3,0,1,1,57.26,0,0,1,1,1
81,0,2,,0,Net Svcs,0,Part-Time,0,3,33.93,ACQ,20.86,0.71,38130,59171.28,-0.36,2,0,1,1,58.03,0,0,1,1,1
82,0,2,,0,IT,1,Full-Time,0,4,33.85,4A,11.07,0.99,124605,114065,0.09,3,0,1,1,61.28,0,0,2,2,1
83,1,0,Retirement,0,IT,0,Temp,0,0,2.31,ACQ,2.31,1.01,52975,52975,0,0,0,1,1,64.97,0,0,1,1,1
84,0,2,,0,HR,1,Full-Time,0,4,33.89,5A,20.86,1.16,151950,141040,0.08,2,0,0,1,56.02,0,0,1,1,1
85,0,2,,0,IT,1,Full-Time,0,4,33.81,3A,20.86,1.2,126990,120280,0.06,2,0,0,1,57.12,0,0,1,1,1
86,0,2,,0,Field Svcs,0,Full-Time,0,4,33.85,5H,10.11,1.12,82315,74951.8,0.1,3,0,1,1,57.8,0,0,1,1,1
87,0,2,,0,Net Svcs,0,Full-Time,0,3,33.87,3H,20.86,1.03,63150,56306.8,0.12,3,0,1,2,57.54,0,0,1,1,1
88,0,0,Retirement,0,IT,1,Full-Time,0,3,33.81,1A,6.35,0.91,74065,65255,0.14,3,0,1,1,62.84,0,0,1,1,1
89,0,2,,0,Net Svcs,0,Full-Time,0,5,4.84,3H,4.84,1.07,65160,55321.6,0.18,3,0,1,1,54.18,0,0,1,1,1
90,0,2,,0,Network Ops,1,Full-Time,0,3,33.59,3A,1.83,0.93,98845,83505,0.18,3,0,0,1,64.44,1,0,1,1,1
91,1,0,Retirement,0,Field Svcs,0,Full-Time,0,3,33.2,ACQ,1.16,1.19,63950,60164.4,0.06,2,0,1,2,76.3,0,0,1,1,1
92,0,2,,0,Net Svcs,0,Full-Time,0,3,33.54,ACQ,1.49,1.13,61080,54486.4,0.12,3,0,1,1,53.15,1,0,1,1,1
93,0,2,,0,Net Svcs,1,Full-Time,0,3,33.54,2A,0.61,0.89,72445,60914.6,0.19,3,0,1,1,58.13,1,0,8,2,0.25
94,1,0,Retirement,0,Field Svcs,1,Full-Time,0,3,32.87,3A,15.12,0.93,85910,81810,0.05,1,0,1,1,62.29,0,0,1,1,1
95,1,0,Retirement,0,Network Ops,1,Full-Time,0,3,32.92,3A,20.39,1.07,110690,105120,0.05,1,0,1,1,68.67,0,0,1,1,1
96,0,2,,0,Network Ops,0,Full-Time,0,4,33.32,D2,15.24,1.07,46360,39995.2,0.16,3,0,0,1,62.14,0,0,3,1,0.33
97,0,2,,0,IT,1,Full-Time,0,5,28.54,5A,2.75,1.05,151610,136820,0.11,3,0,0,1,57.8,0,0,4,2,0.5
98,0,2,,0,IT,1,Full-Time,0,3,33.37,2A,5.17,0.85,78640,71840,0.09,2,0,1,1,54.96,0,0,1,1,1
99,0,2,,0,Net Svcs,0,Full-Time,0,4,33.2,D3,0.3,0.86,46700,41645.6,0.12,3,0,0,1,52.21,0,0,2,2,1
100,0,2,,0,CCO,0,Full-Time,0,3,31.13,D4,4.21,0.93,48050,42787.6,0.12,3,0,1,1,64.62,0,0,5,1,0.2
101,0,2,,0,IT,1,Full-Time,0,3,32.99,5A,7.01,1.14,165420,158460,0.04,3,0,1,1,55.88,0,0,1,1,1
102,0,2,,0,Network Ops,1,Full-Time,0,3,33.04,3A,10.72,0.95,100920,93500,0.08,3,0,1,1,57.39,0,0,4,1,0.25
103,0,2,,0,Field Svcs,1,Full-Time,0,4,31.17,1J,1.22,0.82,53985,43065,0.25,4,0,0,1,50.12,1,0,9,3,0.33
104,1,0,Retirement,0,CCO,0,Full-Time,0,3,30.74,D1,13.16,0.99,38205,37206.6,0.03,0,0,0,1,63.11,0,0,1,1,1
105,0,2,,0,Field Svcs,0,Full-Time,0,5,32.99,4H,20.86,1.17,74420,68658.4,0.08,3,0,1,1,55.27,0,0,1,1,1
106,0,2,,0,Network Ops,1,Full-Time,0,4,33,4A,1.75,0.92,115000,92960,0.24,3,0,1,2,62.81,1,0,3,2,0.67
107,1,0,Resigned-Fail to Return LOA,0,Field Svcs,0,Full-Time,0,3,30.85,3H,18.71,0.92,54905,54905,0,0,0,1,1,64.74,0,0,1,1,1
108,0,2,,0,CCO,0,Full-Time,1,4,33,D3,15.42,0.91,43540,40399.2,0.08,2,0,1,1,55.74,0,0,1,1,1
109,0,2,,0,Field Svcs,0,Full-Time,0,4,33,4H,20.86,1.09,72765,64320.2,0.13,3,0,1,1,61.84,0,0,1,1,1
110,0,2,,0,Net Svcs,0,Full-Time,0,3,33,3H,20.86,1,61170,55325.2,0.11,3,0,1,1,59.12,0,0,1,1,1
111,0,2,,0,Net Svcs,1,Full-Time,0,3,33,4A,0.45,0.87,98620,84530,0.17,2,0,1,1,56.45,1,0,2,2,1
112,0,2,,0,Net Svcs,0,Full-Time,0,3,33,4H,20.67,1,66915,60446.2,0.11,3,0,1,1,62.7,0,0,1,1,1
113,1,0,Retirement,0,CCO,0,Full-Time,0,3,31.41,D3,0.19,1.02,44915,42190.2,0.06,2,0,0,1,65.69,0,0,1,1,1
114,0,2,,0,Field Svcs,0,Full-Time,0,4,32.88,4H,1.91,1.09,72925,61235.4,0.19,4,0,1,1,57.57,1,0,1,1,1
115,0,2,,0,IT,1,Full-Time,0,3,23.49,2A,0.15,0.88,81055,64295,0.26,4,0,1,1,55.35,1,0,6,2,0.33
116,0,2,,0,IT,1,Full-Time,0,4,32.57,5A,3.63,0.93,135420,121060,0.12,2,0,1,1,53.07,0,0,5,2,0.4
117,0,2,,0,Field Svcs,0,Full-Time,0,4,32.65,5H,15.21,1.1,80965,74163.4,0.09,3,0,1,1,64.42,0,0,1,1,1
118,1,0,Retirement,0,IT,1,Full-Time,0,3,32.3,2A,4.98,0.91,79740,73540,0.08,2,0,1,1,62.01,0,0,1,1,1
119,0,2,,0,IT,1,Full-Time,0,4,32.45,3A,20.86,1.22,129685,118755,0.09,2,0,1,1,54.88,0,0,1,1,1
120,1,1,Dismissed-Unsat. Performance,0,HR,1,Full-Time,0,2,30.19,1A,18.6,0.98,71925,68825,0.05,0,0,0,1,56.8,0,0,3,1,0.33
121,0,2,,0,IT,1,Full-Time,0,3,31.15,1A,3.82,0.83,66865,63515,0.05,2,0,1,1,57.71,0,0,2,1,0.5
122,0,2,,0,Field Svcs,0,Full-Time,0,4,32.44,4H,3.86,1.04,69780,59983.2,0.16,3,0,1,1,58.55,0,0,1,1,1
123,0,2,,0,Network Ops,0,Full-Time,0,4,32.4,D1,4.74,1.13,43825,39041,0.12,3,0,0,1,60.41,0,0,1,1,1
124,0,2,,0,IT,1,Full-Time,0,4,32.34,5A,14.9,1.18,171800,156560,0.1,2,0,1,1,55.86,0,0,3,1,0.33
125,1,1,Dismissed-Other,0,CCO,0,Full-Time,0,4,31.13,D1,9.84,1.18,42640,40414.4,0.06,1,0,0,1,57.71,0,0,1,1,1
126,1,0,Resigned-Personal Reasons,0,CCO,1,Full-Time,1,3,1.26,1A,1.26,0.54,52030,51450,0.01,0,0,0,1,50.57,0,0,1,1,1
127,0,2,,0,IT,1,Full-Time,0,4,32.13,5A,20.86,1.11,160110,146920,0.09,2,0,1,1,59.01,0,0,5,1,0.2
128,0,2,,0,Net Svcs,0,Full-Time,0,4,32.58,5H,18.35,1.21,88395,82924.6,0.07,3,0,1,1,59.52,0,0,1,1,1
129,1,0,Retirement,0,Field Svcs,0,Full-Time,0,3,29.6,4H,12.99,0.94,61680,61680,0,0,0,1,1,59.59,0,0,2,1,0.5
130,0,2,,0,Net Svcs,0,Full-Time,0,4,30.45,ACQ,20.86,1.17,63385,59349.8,0.07,2,0,1,1,51.04,0,0,1,1,1
131,0,2,,0,Network Ops,1,Full-Time,0,3,32.01,2A,20.86,0.95,87700,81280,0.08,2,0,1,2,58.86,0,0,1,1,1
132,0,2,,0,Net Svcs,1,Full-Time,0,4,32.03,2A,0.22,0.95,80920,65681.6,0.23,4,0,1,1,51.8,1,0,2,2,1
133,0,2,,0,CCO,1,Full-Time,1,3,31.96,1A,10.75,0.76,76880,71270,0.08,2,0,1,1,55.18,0,0,2,1,0.5
134,0,2,,0,IT,1,Full-Time,0,3,31.07,1A,1.14,0.96,76970,57991.6,0.33,4,0,1,1,56.16,1,0,6,2,0.33
135,0,2,,0,Finance,1,Full-Time,0,5,31.78,5A,4.51,1.01,177315,156775,0.13,3,0,0,1,56.79,0,0,1,1,1
136,0,2,,0,Network Ops,1,Full-Time,0,5,31.73,2A,9.77,0.96,88850,77330,0.15,2,0,0,2,55.49,0,0,4,2,0.5
137,0,2,,0,IT,1,Full-Time,0,5,31.63,3A,20.86,1.12,119435,109645,0.09,3,0,0,1,63.51,0,0,1,1,1
138,0,2,,0,Field Svcs,1,Full-Time,0,3,25.53,2A,2.14,0.92,79175,62935,0.26,4,0,1,2,58.28,1,0,9,5,0.56
139,0,2,,0,Field Svcs,0,Full-Time,0,3,31.65,4H,4.21,1.03,65600,59817.6,0.1,3,0,1,1,56.68,0,0,1,1,1
140,0,2,,0,IT,1,Full-Time,0,5,31.48,3A,4.36,1.01,107350,92580,0.16,3,0,1,1,50.19,0,0,2,2,1
141,0,2,,0,Marketing,1,Full-Time,0,3,31.4,1J,7.57,1.13,73890,68700,0.08,3,0,1,1,63.83,0,0,1,1,1
142,1,0,Retirement,0,HR,1,Part-Time,0,3,30.87,3A,6.94,0.66,63525,104725,-0.39,1,0,1,1,54.93,0,0,1,1,1
143,0,2,,0,IT,1,Full-Time,0,4,31.06,1A,6.74,1.29,104140,101040,0.03,0,0,0,1,61.29,0,0,1,1,1
144,1,0,Retirement,0,CCO,0,Full-Time,1,5,31.02,D4,1.16,0.89,46350,42481.2,0.09,2,0,0,1,62.68,1,0,3,2,0.67
145,0,2,,0,Network Ops,1,Full-Time,0,5,31.2,5A,0.87,1.05,184140,154750,0.19,3,0,1,1,59.84,0,0,2,1,0.5
146,0,2,,0,Field Svcs,0,Full-Time,0,3,31.13,5H,4.71,1.01,74595,66857.4,0.12,3,0,1,1,62.15,0,0,1,1,1
147,0,2,,0,Net Svcs,1,Full-Time,0,4,31.13,4A,1.37,0.84,94855,75945,0.25,3,0,1,1,57.97,1,0,2,2,1
148,0,2,,0,Field Svcs,0,Full-Time,0,3,31.13,4H,15.48,0.96,61045,60046.6,0.02,0,0,1,1,64.22,0,0,1,1,1
149,0,2,,0,IT,1,Full-Time,0,4,30.12,5A,1.24,0.97,141340,122010,0.16,3,0,1,1,50.54,1,0,3,2,0.67
150,0,2,,0,IT,1,Full-Time,0,4,28.72,3A,4.82,0.94,99890,89320,0.12,2,0,0,1,48.55,0,0,3,2,0.67
151,0,2,,0,IT,1,Full-Time,0,5,28.95,4A,11.72,1.04,131290,119360,0.1,2,0,1,1,56.49,0,0,1,1,1
152,0,2,,0,CCO,0,Full-Time,0,3,31.04,D3,1.52,1.02,57810,51965.2,0.11,3,0,0,1,57.26,0,1,3,2,0.67
153,0,2,,0,HR,1,Full-Time,0,4,31.02,2A,9.77,1.05,89840,81470,0.1,2,0,0,1,64.48,0,0,1,1,1
154,0,2,,0,HR,1,Full-Time,0,4,30.86,5A,15.4,1.19,154880,144220,0.07,2,0,1,1,64.94,0,0,1,1,1
155,0,2,,0,HR,1,Full-Time,0,4,30.82,5A,3.56,1.06,138310,124830,0.11,2,0,0,1,54.4,0,0,2,2,1
156,1,0,Retirement,0,Network Ops,1,Part-Time,0,3,29.22,3A,10.24,0.76,77655,94519,-0.18,1,0,1,1,71.12,0,0,1,1,1
157,0,2,,0,IT,1,Full-Time,0,3,30.82,4A,1.18,1.09,137430,123130,0.12,2,0,1,1,56.28,0,0,4,2,0.5
158,0,2,,0,Field Svcs,0,Full-Time,0,3,31.44,4H,20.86,1.09,69940,64594.4,0.08,3,0,1,1,53.77,0,0,1,1,1
159,0,2,,0,Net Svcs,0,Full-Time,0,3,30.76,4H,11.41,1.12,71170,66594,0.07,3,0,1,1,58.57,0,0,1,1,1
160,0,2,,0,Field Svcs,0,Full-Time,0,3,30.75,4H,11.22,1.11,74265,68108.2,0.09,3,0,1,1,55.92,0,0,1,1,1
161,0,2,,0,Marketing,1,Full-Time,0,4,30.71,2A,20.86,1.1,94435,87035,0.09,2,0,1,1,58.98,0,0,1,1,1
162,0,2,,0,Marketing,1,Full-Time,0,3,30.71,3A,15.86,1.11,109855,104075,0.06,2,0,1,1,60.21,0,0,1,1,1
163,0,2,,0,Field Svcs,0,Full-Time,0,5,30.61,5H,20.86,1.18,86145,78428.2,0.1,3,0,1,1,61.65,0,0,6,1,0.17
164,0,2,,0,Field Svcs,1,Full-Time,0,3,30.63,2A,1.41,0.95,77430,68990,0.12,3,0,1,1,57.02,0,0,1,1,1
165,1,0,Retirement,0,Field Svcs,0,Full-Time,0,3,30.01,3H,20.31,1.05,62925,59368.2,0.06,2,0,1,1,69.78,0,0,1,1,1
166,0,2,,0,Net Svcs,0,Full-Time,0,4,30.57,3H,17.45,1.09,66525,60534.6,0.1,3,0,1,1,62.4,0,0,1,1,1
167,1,0,Retirement,0,CCO,1,Full-Time,0,3,29.99,1A,0.84,0.88,62290,47256.4,0.32,2,0,0,1,60.8,1,1,4,3,0.75
168,0,2,,0,CCO,0,Full-Time,0,3,30.57,D3,1.68,1.06,49740,41004,0.21,5,0,0,1,61.63,0,0,1,1,1
169,0,2,,0,Field Svcs,1,Full-Time,0,4,30.46,2A,0.34,0.94,81235,67395,0.21,3,0,1,1,62.54,1,0,4,3,0.75
170,0,2,,0,IT,1,Full-Time,0,3,2.09,1J,0.76,1.01,61495,31745,0.94,3,0,1,1,23.69,0,0,6,2,0.33
171,1,0,Resigned-Personal Reasons,0,CCO,1,Full-Time,1,0,0.38,1J,0.38,0.35,27875,27875,0,0,0,1,2,47.44,0,0,1,1,1
172,1,0,Resigned-Personal Reasons,0,CCO,1,Full-Time,1,0,0.18,1J,0.18,0.28,21430,21430,0,0,0,0,2,33.73,0,0,1,1,1
173,1,0,Resigned-Job Abandonment,0,CCO,1,Full-Time,1,0,0.6,1J,0.6,0.38,30745,21745,0.41,1,0,1,1,29.91,0,0,1,1,1
174,1,0,Resigned-Returned to School,0,IT,1,Full-Time,0,4,1.93,1J,1.29,0.86,60240,33950,0.77,2,0,0,2,25.14,0,0,8,2,0.25
175,0,2,,0,IT,1,Full-Time,0,4,2.09,1J,0.49,0.98,69055,34035,1.03,3,0,0,1,26.37,1,0,2,2,1
176,1,0,Res-Another Position,0,IT,0,Temp,0,0,1.62,ACQ,1.62,1.01,39690,33450,0.19,1,0,1,2,21.39,0,0,1,1,1
177,1,0,Resigned-Returned to School,0,IT,0,Temp,0,0,0.24,ACQ,0.24,1.01,33815,33815,0,0,0,0,2,21.56,0,0,1,1,1
178,1,0,Res-Another Position,0,HR,0,Temp,0,0,0.54,ACQ,0.54,1.01,33850,33850,0,0,0,1,1,22.55,0,0,3,2,0.67
179,0,2,,0,HR,1,Full-Time,0,3,2.09,1A,0.22,0.91,70390,34170,1.06,4,0,1,1,24.71,1,0,8,3,0.38
180,0,2,,0,IT,1,Full-Time,0,3,2.09,1J,0.53,1.14,80525,34195,1.35,4,0,1,1,27.55,1,0,2,2,1
181,1,0,Resigned-Returned to School,0,HR,0,Temp,0,0,0.26,ACQ,0.26,1.01,31615,31615,0,0,0,1,1,21.85,0,0,1,1,1
182,0,2,,0,Finance,1,Full-Time,0,3,2.09,1J,0.57,1,64645,33485,0.93,4,0,1,2,24.57,1,0,6,3,0.5
