Pers.No.,Termd,TermType,ReasonForLeaving,Rehire,BusinessUnit,EESubgroup,EEGroup,Commission,RecentRating,Tenure,Paygrade,TimeInPaygrade,PercentOfMarket,FinalPay,BeginPay,ChangeSince2020,PayIncreases,EdAssist,Sex,POC,Age,Promotion,DevRole,AppliedToJobs,HiredInJobs,PercentOfJobHired
3924,1,1,Dismissed-Policy Violation,0,Field Svcs,0,Full-Time,0,4,1.19,3H,1.19,0.86,46155.2,43160,0.07,1,0,1,1,36.82,0,0,2,1,0.5
3927,1,0,Resigned-Another Position,0,Field Svcs,0,Full-Time,0,3,1.19,2H,0.54,1.08,45156.8,43264,0.04,1,0,1,2,20.89,0,0,1,1,1
3931,1,1,Dismissed-Failed to Return LOA,0,CCO,0,Full-Time,0,3,1.53,C2,1.13,0.87,33238.4,31200,0.07,1,0,1,1,42.22,0,0,2,2,1
3932,1,1,Dismissed-Policy Violation,0,CCO,0,Full-Time,0,3,1.2,C3,0.85,0.85,35817.6,33696,0.06,1,0,1,1,36.52,0,0,4,2,0.5
3937,1,1,Dismissed-Attendance,0,CCO,0,Full-Time,0,3,1.45,C3,1.1,0.85,35817.6,33696,0.06,1,0,0,1,32.27,0,0,3,2,0.67
3939,1,1,Dismissed-Unsat. Performance,0,CCO,0,Full-Time,0,3,1.36,C3,1,0.85,35817.6,33696,0.06,1,0,1,1,67.17,0,0,2,2,1
3115,1,0,Resigned-Personal Reasons,0,CCO,0,Full-Time,1,3,5.75,C3,5.75,0.76,32156.8,31304,0.03,1,0,1,2,44.9,0,0,2,1,0.5
3951,1,0,Resigned-Dissatisfaction w/ Career Opportun,0,IT,1,Full-Time,0,5,1.08,3E,1.08,1.17,86540,80000,0.08,1,0,0,1,28.69,0,0,1,1,1
4498,1,0,Resigned-Personal Reasons,0,CCO,0,Full-Time,1,3,1.08,C3,1.08,0.77,32448,29536,0.1,2,0,1,1,41.26,0,0,1,1,1
3970,1,0,Resigned-Unknown,0,Field Svcs,0,Full-Time,0,4,1.63,4H,0.81,0.9,49150.4,43680,0.13,1,0,1,1,35.35,1,0,1,1,1
3981,1,0,Resigned-Another Position,0,Finance,0,Limited Term EE,0,0,1.1,LTE,1.1,1,33280,31200,0.07,1,0,0,1,22.78,0,0,2,1,0.5
3982,1,1,Dismissed-Position Elimination,0,Zolo,0,Full-Time,0,3,1.14,C4,0.59,0.93,42993.6,41600,0.03,1,0,1,2,28.75,0,0,2,2,1
3989,1,0,Resigned-Another Position,0,Finance,0,Limited Term EE,0,0,1.83,LTE,1.83,1,33280,31200,0.07,1,0,1,1,22.65,0,0,2,1,0.5
3997,1,0,Resigned-Returned to School,0,Finance,0,Limited Term EE,0,0,1.89,LTE,1.89,1,33280,31200,0.07,1,0,1,1,23.19,0,0,2,2,1
4018,1,0,Resigned-Returned to School,0,Finance,0,Limited Term EE,0,0,1.16,LTE,1.16,1,33280,31200,0.07,1,0,1,1,22.18,0,0,1,1,1
3571,1,0,Resigned-Another Position,0,CCO,0,Full-Time,1,4,3.49,C3,3.49,0.77,32510.4,30201.6,0.08,2,0,1,1,48.15,0,0,21,1,0.05
4021,1,0,Resigned-Dissatisfaction w/Job Content,0,IT,1,Full-Time,0,3,2.2,1E,1.37,1.02,61050,33280,0.83,1,0,1,1,25.62,0,0,2,2,1
4026,0,2,,1,Net Svcs,1,Full-Time,0,0,0.12,2E,0.12,0.8,56200,56200,0,1,0,1,1,28.46,0,0,2,1,0.5
4028,1,0,Resigned-Dissatisfaction w/Job Content,0,Net Svcs,1,Full-Time,0,3,1.42,2E,1.42,0.94,63420,60000,0.06,1,0,1,1,34.51,0,0,6,2,0.33
4030,1,1,Dismissed-Unsat. Performance,0,Field Svcs,0,Full-Time,0,2,1.65,1H,1.23,0.9,37731.2,33924.8,0.11,1,0,1,1,21.04,0,0,1,1,1
3241,1,1,Dismissed-Position Elimination,0,CCO,0,Full-Time,1,3,5.82,C3,5.82,0.77,32593.6,31096,0.05,2,0,0,1,47.7,0,0,3,1,0.33
4050,1,0,Resigned-Another Position,0,Field Svcs,0,Full-Time,0,3,1.62,3H,1.62,0.84,41100.8,39228.8,0.05,1,0,1,1,42.76,0,0,2,1,0.5
4052,1,0,Resigned-Accept New Job-Competitor,0,Net Svcs,1,Full-Time,0,3,1.39,4E,1.39,0.91,81470,80000,0.02,1,0,1,1,50.78,0,0,1,1,1
4065,1,0,Resigned-Dissatisfaction Comp. and Benefits,0,Field Svcs,0,Full-Time,0,4,0.87,3H,0.54,0.99,53310.4,50960,0.05,1,0,1,1,38.45,0,0,1,1,1
3800,1,0,Resigned-Dissatisfaction w/ Career Opportun,0,CCO,0,Full-Time,1,4,2.48,C3,2.48,0.78,32760,30888,0.06,2,0,1,1,28.82,0,0,9,2,0.22
4097,1,0,Resigned-Another Position,0,Field Svcs,0,Full-Time,0,3,1.45,4H,1.45,0.88,52582.4,50960,0.03,1,0,1,1,66.77,0,0,2,1,0.5
4106,1,0,Resigned-Another Position,0,Field Svcs,0,Full-Time,0,2,1.27,1H,1.01,0.9,37731.2,33924.8,0.11,1,0,1,1,37.67,0,0,1,1,1
4110,1,0,Resigned-Dissatisfaction w/ Career Opportun,0,IT,1,Full-Time,0,3,0.7,3E,0.7,1.1,85260,81300,0.05,1,0,1,1,27.01,0,0,1,1,1
3540,1,0,Resigned-Dissatisfaction w/Work Schedule,0,CCO,0,Full-Time,1,3,2.81,C3,2.81,0.82,32780.8,32052.8,0.02,1,0,0,1,37.68,0,0,5,2,0.4
321,0,2,,0,CCO,1,Full-Time,1,3,1.91,1E,1.91,0.52,32880,27000,0.22,3,0,1,1,49.33,0,0,1,1,1
353,0,2,,1,CCO,1,Full-Time,1,4,1.16,1E,1.83,0.52,32880,28500,0.15,3,0,1,1,61.47,0,0,1,1,1
4136,1,0,Resigned-Another Position,0,Net Svcs,1,LOA,0,3,1.9,2E,1.9,1.09,67940,65000,0.05,1,0,1,1,36.33,0,0,1,1,1
438,0,2,,0,CCO,1,Full-Time,1,3,1.56,1E,1.56,0.52,32880,27000,0.22,3,0,1,1,53.67,0,0,2,1,0.5
4148,1,0,Resigned-Another Position,0,Finance,1,Full-Time,0,4,1.81,5E,1.81,1.08,104800,100000,0.05,1,0,0,1,48.58,0,0,2,1,0.5
4155,1,0,Resigned-Another Position,0,Field Svcs,0,Full-Time,0,3,0.39,1H,0.22,0.83,34923.2,33924.8,0.03,1,0,1,1,29.33,0,0,2,2,1
4157,1,0,Resigned-Personal Reasons,0,Field Svcs,0,Full-Time,0,3,1.21,2H,1.06,0.91,42140.8,40560,0.04,1,0,1,2,25.02,0,0,1,1,1
571,0,2,,0,CCO,1,LOA,1,3,1.41,1E,1.41,0.52,32880,27000,0.22,2,0,1,1,31.86,0,0,1,1,1
3364,0,2,,0,CCO,1,Full-Time,1,4,5.64,1E,2.41,0.52,32960,29577.6,0.11,6,0,0,1,35.29,1,0,9,3,0.33
3943,0,2,,0,CCO,1,Full-Time,1,4,3.21,1E,3.21,0.52,32960,27000,0.22,4,0,1,1,41.52,0,0,1,1,1
4105,0,2,,0,CCO,1,Full-Time,1,4,2.86,1E,2.86,0.52,32960,27000,0.22,3,0,1,1,50.65,0,0,3,1,0.33
4195,1,0,Resigned-Relocation,0,Field Svcs,0,Full-Time,0,3,0.8,3H,0.8,0.83,40768,39228.8,0.04,1,0,1,2,22.96,0,0,1,1,1
4200,1,0,Resigned-Dissatisfaction w/ Supervisor,0,Field Svcs,0,Full-Time,0,3,0.6,4H,0.6,0.83,49608,47944,0.03,1,0,1,2,53.32,0,0,1,1,1
4204,1,0,Resigned-Another Position,0,Finance,0,Limited Term EE,0,0,0.87,LTE,0.87,1,33280,31200,0.07,1,0,1,2,24.55,0,0,1,1,1
4218,1,0,Resigned-Job Abandonment,0,CCO,1,Full-Time,1,4,2.53,1E,2.53,0.52,32960,27000,0.22,3,0,1,1,52.74,0,0,3,1,0.33
4230,0,2,,0,IT,0,Limited Term EE,0,0,2.61,LTE,2.61,1,39520,33280,0.19,1,0,1,1,20.84,0,0,1,1,1
4233,0,2,,0,Finance,0,Limited Term EE,0,0,2.61,LTE,2.61,1,39520,31200,0.27,1,0,1,1,29.07,0,0,4,1,0.25
4241,1,0,Resigned-Personal Reasons,0,CCO,0,Full-Time,0,3,0.39,C3,0.39,0.83,35068.8,33696,0.04,1,0,0,1,33.22,0,0,1,1,1
4250,1,1,Dismissed-Policy Violation,0,Field Svcs,0,Full-Time,0,3,0.86,4H,0.86,1.02,55494.4,54080,0.03,1,0,1,1,37.51,0,0,1,1,1
4280,1,0,Resigned-Dissatisfaction Comp. and Benefits,0,Field Svcs,0,Full-Time,0,3,1.18,3H,1.18,0.99,53435.2,52000,0.03,1,0,1,1,53.62,0,0,1,1,1
4289,1,1,Dismissed-Attendance,0,Field Svcs,0,Full-Time,0,3,0.49,1H,0.49,0.89,34008,32760,0.04,1,0,1,2,24.33,0,0,1,1,1
4290,1,0,Resigned-Dissatisfaction w/ Supervisor,0,Field Svcs,0,LOA,0,3,0.43,1H,0.43,0.84,35214.4,33924.8,0.04,1,0,1,1,33.31,0,0,1,1,1
4295,1,0,Resigned-Dissatisfaction w/Job Content,0,Net Svcs,1,Full-Time,0,4,9.61,5E,0.34,1.14,119800,117452.52,0.02,1,0,1,1,57.79,0,0,1,1,1
528,0,2,,0,CCO,1,Full-Time,1,4,1.48,1E,1.48,0.52,32960,27000,0.22,2,0,1,1,24.71,0,0,2,1,0.5
4309,1,0,Death,0,Field Svcs,0,Full-Time,0,3,13.5,4H,0.8,1.03,61776,60715.2,0.02,1,0,1,1,55.4,0,0,3,1,0.33
4323,0,2,,0,Field Svcs,0,Full-Time,0,3,13.63,2H,1.41,1.12,52852.8,51147.53,0.03,1,0,1,1,45.8,0,0,1,1,1
4336,1,0,Resigned-Another Position,0,CCO,0,Full-Time,0,3,9.8,C4,1.18,0.98,45593.6,44699.2,0.02,1,0,1,2,45.95,0,0,6,1,0.17
4353,1,0,Resigned-Job Abandonment,0,Field Svcs,0,Full-Time,0,0,0.11,1H,0.11,0.82,34548.8,33550.4,0.03,1,0,1,2,31.69,0,0,1,1,1
4355,1,0,Resigned-Another Position,0,Comm Sales,0,Full-Time,0,3,1.74,C3,1.74,0.91,38376,37440,0.03,1,0,1,2,24.93,0,0,5,1,0.2
4359,1,0,Resigned-Another Position,0,Field Svcs,0,Full-Time,0,0,0.18,2H,0.18,1.02,42598.4,41600,0.02,1,0,1,2,38.1,0,0,1,1,1
3260,1,0,Resigned-Unknown,0,CCO,0,Full-Time,1,3,5.54,C3,5.54,0.79,33176,31283.2,0.06,2,0,1,1,39.52,0,0,1,1,1
4375,1,0,Resigned-Returned to School,0,Finance,0,Limited Term EE,0,0,0.73,LTE,0.73,1,33280,31200,0.07,1,0,0,1,22.31,0,0,1,1,1
453,1,0,Resigned-Dissatisfaction w/Job Content,0,CCO,0,Full-Time,1,3,0.85,C3,0.85,0.83,33280,29640,0.12,2,0,0,1,53.1,0,0,1,1,1
4397,1,0,Resigned-Returned to School,0,Finance,0,Limited Term EE,0,0,1.54,LTE,1.54,1,35360,31200,0.13,1,0,0,2,21.38,0,0,1,1,1
4411,1,0,Resigned-Personal Reasons,0,Comm Sales,0,Full-Time,0,3,1.19,C4,1.19,0.91,42099.2,41080,0.02,1,0,0,2,28.14,0,0,1,1,1
4414,1,0,Resigned-Dissatisfaction w/Job Content,0,CCO,0,Full-Time,0,0,1.02,C4,0.35,0.8,37044.8,33696,0.1,1,0,1,1,26.66,1,1,4,1,0.25
4167,1,0,Resigned-Dissatisfaction w/Work Conditions,0,CCO,0,Full-Time,1,0,0.82,C3,0.82,0.79,33280,31616,0.05,2,0,0,1,28.51,0,0,3,2,0.67
4070,1,1,Dismissed-Unsat. Performance,0,CCO,0,Full-Time,1,3,1.2,C3,0.89,0.79,33280,31200,0.07,1,0,0,1,30.06,0,0,1,1,1
4432,1,0,Resigned-Personal Reasons,0,CCO,0,Full-Time,0,1,1.25,C3,1.25,0.85,35880,33696,0.06,1,0,0,1,51.59,0,0,1,1,1
4434,1,0,Resigned-Personal Reasons,0,CCO,0,Full-Time,0,0,0.63,C3,0.63,0.85,35880,33696,0.06,1,0,1,1,31.61,0,0,1,1,1
3597,1,0,Resigned-Personal Reasons,0,CCO,0,Full-Time,1,0,0.45,C3,0.45,0.83,33280,33280,0,0,0,0,2,27.35,0,0,1,1,1
3520,0,2,,0,CCO,1,Full-Time,1,5,4.72,1E,2.56,0.53,33360,24000,0.39,4,0,1,1,57.84,0,0,2,2,1
4451,1,1,Dismissed-Policy Violation,0,CCO,0,Full-Time,0,0,0.45,C4,0.05,0.8,37044.8,33696,0.1,1,0,0,2,25.87,1,0,1,1,1
4455,1,1,Dismissed-Attendance,0,CCO,0,Part-Time,0,3,1.78,C3,1.78,0.82,17316,33696,-0.49,1,0,0,2,36.3,0,0,1,1,1
4459,1,0,Resigned-Another Position,0,CCO,0,Full-Time,0,3,1.33,ACQ,1.33,0.9,31179.2,30576,0.02,1,0,1,1,39.33,0,0,2,1,0.5
4462,1,0,Resigned-Dissatisfaction w/Work Conditions,0,Marketing,1,Full-Time,0,3,1.26,4E,1.26,0.85,71930,70000,0.03,1,0,0,1,50.78,0,0,1,1,1
3879,0,2,,0,CCO,1,Full-Time,1,5,3.36,1E,3.36,0.53,33360,27000,0.24,3,0,0,1,60.56,0,0,10,3,0.3
4465,0,2,,0,Network Ops,0,Full-Time,0,2,2.27,C3,2.27,0.89,38376,37440,0.03,1,0,0,1,32.9,0,0,1,1,1
4477,1,0,Resigned-Relocation,0,Field Svcs,0,Full-Time,0,0,0.56,1H,0.56,0.9,37731.2,33924.8,0.11,1,0,1,2,25.16,0,0,1,1,1
508,0,2,,0,CCO,1,Full-Time,1,5,1.48,1E,1.48,0.53,33360,27000,0.24,2,0,1,1,42.25,0,0,1,1,1
4489,1,1,Dismissed-Policy Violation,0,CCO,0,Full-Time,0,0,0.52,C3,0.52,0.85,35880,33696,0.06,1,0,1,1,40.65,0,0,1,1,1
4495,1,1,Resigned in the Face of Discharge,0,CCO,0,Full-Time,0,0,0.48,C3,0.48,0.85,35880,33696,0.06,1,0,1,1,24.76,0,0,1,1,1
4506,1,0,Resigned-Another Position,0,Finance,0,Limited Term EE,0,4,1.85,LTE,1.85,1,35360,31200,0.13,1,0,1,1,23.33,0,0,4,1,0.25
4508,1,0,Resigned-Another Position,0,Finance,0,Limited Term EE,0,0,0.97,LTE,0.97,1,35360,31200,0.13,1,0,1,2,22.32,0,0,3,1,0.33
676,0,2,,0,CCO,1,Full-Time,1,5,1.25,1E,1.25,0.53,33360,27000,0.24,2,0,1,1,28.83,0,0,1,1,1
4513,1,0,Resigned-Dissatisfaction w/Work Schedule,0,CCO,0,LOA,0,3,1.45,C3,1.45,0.82,17232.8,33696,-0.49,1,0,1,2,39.33,0,0,1,1,1
1,1,0,Retirement,0,Finance,1,Full-Time,0,3,43.58,2E,5.25,1.13,70810,68560,0.03,0,0,1,1,64.85,0,0,1,1,1
19,1,1,Resigned in the Face of Discharge,0,Network Ops,1,Full-Time,0,4,40.85,5E,8.58,1.03,98360,94800,0.04,0,0,1,1,63.55,0,0,1,1,1
21,1,0,Retirement,0,Network Ops,1,Full-Time,0,3,37.71,4E,18.37,0.95,85130,85130,0,0,0,1,1,65.16,0,0,1,1,1
35,1,0,Retirement,0,GRA,1,Part-Time,0,3,41.58,7E,19.37,0.87,109150,107270,0.02,0,0,1,1,63.1,0,0,1,1,1
36,1,0,Retirement,0,Field Svcs,0,Full-Time,0,3,36,CB,11.66,0.77,41496,41100.8,0.01,0,0,0,1,62.68,0,0,1,1,1
52,1,0,Retirement,0,Field Svcs,0,Full-Time,0,3,39.33,5H,13.07,1.01,66684.8,65686.4,0.02,0,0,1,2,65.08,0,0,1,1,1
56,1,0,Retirement,0,Field Svcs,0,Full-Time,0,3,39.07,4H,18.37,1.07,58156.8,58156.8,0,0,0,1,1,63.1,0,0,1,1,1
70,1,0,Retirement,0,Net Svcs,1,Part-Time,0,3,34.21,6E,9.23,0.84,51360,51360,0,0,0,1,1,65.57,0,0,1,1,1
82,1,0,Retirement,0,Field Svcs,0,Full-Time,0,3,31.65,4H,18.95,1,59883.2,58884.8,0.02,0,0,1,1,63.19,0,0,1,1,1
86,1,0,Retirement,0,Net Svcs,0,Limited Term EE,0,0,2.31,LTE,2.31,1,52000,52000,0,0,0,1,1,64.97,0,0,1,1,1
109,1,0,Retirement,0,CCO,0,Full-Time,0,3,30.74,C2,13.16,0.98,37232,36233.6,0.03,0,0,0,1,63.11,0,0,1,1,1
112,1,0,Resigned-Fail to Return LOA,0,Field Svcs,0,LOA,0,3,30.85,4H,18.71,0.91,54745.6,54745.6,0,0,0,1,1,64.74,0,0,1,1,1
125,1,1,Dismissed-Unsat. Performance,0,GRA,1,Full-Time,0,2,30.19,3E,18.6,0.97,71740,68640,0.05,0,0,0,1,56.8,0,0,3,1,0.33
4463,1,0,Resigned-Personal Reasons,0,Comm Sales,1,Full-Time,1,0,0.64,2E,0.64,0.38,33600,28000,0.2,1,0,0,1,47.29,0,0,1,1,1
134,1,0,Retirement,0,Field Svcs,0,Full-Time,0,3,29.6,5H,12.99,0.93,61401.6,61401.6,0,0,0,1,1,59.59,0,0,2,1,0.5
148,0,2,,0,IT,1,Full-Time,0,4,31.06,3E,6.74,1.28,103380,100280,0.03,0,0,0,1,61.29,0,0,1,1,1
153,0,2,,0,Field Svcs,0,LOA,0,3,31.13,5H,15.48,0.95,60528,59529.6,0.02,0,0,1,1,64.22,0,0,1,1,1
1056,0,2,,0,CCO,0,Full-Time,1,3,0.72,C3,0.72,0.83,33945.6,33280,0.02,1,0,0,2,40.29,0,0,1,1,1
1277,0,2,,0,CCO,0,Full-Time,1,4,0.48,C3,0.48,0.83,34008,34008,0,0,0,0,2,32.9,0,0,1,1,1
182,1,0,Resigned-Returned to School,0,IT,0,Limited Term EE,0,0,0.24,LTE,0.24,1,33280,33280,0,0,0,0,2,21.56,0,0,1,1,1
183,1,0,Resigned-Another Position,0,Finance,0,Limited Term EE,0,0,0.54,LTE,0.54,1,33280,33280,0,0,0,1,1,22.55,0,0,3,2,0.67
186,1,0,Resigned-Returned to School,0,Finance,0,Limited Term EE,0,0,0.26,LTE,0.26,1,31200,31200,0,0,0,1,1,21.85,0,0,1,1,1
192,1,0,Resigned-Returned to School,0,Network Ops,0,Limited Term EE,0,0,0.22,LTE,0.22,1,33280,33280,0,0,0,1,1,20.03,0,0,1,1,1
193,1,0,Resigned-Returned to School,0,Net Svcs,0,Limited Term EE,0,0,0.54,LTE,0.54,1,33280,33280,0,0,0,1,1,22.6,0,0,1,1,1
194,1,0,Resigned-Another Position,0,Finance,0,Limited Term EE,0,0,0.7,LTE,0.7,1,31200,31200,0,0,0,0,2,23.08,0,0,1,1,1
195,1,0,Resigned-Returned to School,0,IT,0,Limited Term EE,0,0,0.54,LTE,0.54,1,33280,33280,0,0,0,1,0,22.02,0,0,1,1,1
196,1,0,Resigned-Another Position,0,Field Svcs,0,Full-Time,0,3,0.84,4H,0.84,0.83,49920,49920,0,0,0,1,1,27.06,0,0,1,1,1
1353,1,1,Dismissed-End of Introductory Period,0,CCO,0,Full-Time,1,0,0.19,C3,0.19,0.83,34008,34008,0,0,0,1,2,27.01,0,0,1,1,1
201,1,0,Resigned-Another Position,0,Net Svcs,0,Limited Term EE,0,0,0.41,LTE,0.41,1,33280,33280,0,0,0,1,1,34.81,0,0,4,1,0.25
202,1,0,Retirement,0,GRA,1,Part-Time,0,4,28.87,8E,19.41,0.99,143290,140480,0.02,0,0,1,1,66.68,0,0,1,1,1
208,1,0,Resigned-Returned to School,0,IT,0,Limited Term EE,0,0,0.84,LTE,0.84,1,33280,33280,0,0,0,1,1,22.91,0,0,4,1,0.25
211,1,0,Resigned-Another Position,0,Finance,0,Limited Term EE,0,0,0.68,LTE,0.68,1,33280,33280,0,0,0,1,1,22.54,0,0,1,1,1
213,1,0,Resigned-Another Position,0,Finance,0,Limited Term EE,0,0,0.7,LTE,0.7,1,33280,33280,0,0,0,1,0,22.79,0,0,3,1,0.33
214,1,1,Dismissed-End of Introductory Period,0,CCO,0,Full-Time,0,0,0.04,C3,0.04,0.8,33696,33696,0,0,0,0,2,41.94,0,0,1,1,1
216,1,0,Resigned-Dissatisfaction w/ Career Opportun,0,Finance,1,Full-Time,0,0,0.43,5E,0.43,1.02,97500,97500,0,0,0,0,1,35.31,0,0,1,1,1
217,1,0,Resigned-Another Position,0,IT,0,Limited Term EE,0,0,0.74,LTE,0.74,1,33280,33280,0,0,0,0,1,24.48,0,0,2,1,0.5
223,1,0,Resigned-Dissatisfaction w/Work Schedule,0,CCO,0,Full-Time,0,0,0.16,C3,0.16,0.8,33696,33696,0,0,0,1,1,23.36,0,0,1,1,1
225,1,0,Resigned-Another Position,0,HR,0,Limited Term EE,0,0,0.42,LTE,0.42,1,31200,31200,0,0,0,0,1,22.85,0,0,1,1,1
1595,0,2,,0,CCO,0,Full-Time,1,1,0.08,C3,0.08,0.83,34008,34008,0,0,0,0,1,37.49,0,0,1,1,1
228,1,0,Resigned-Another Position,0,Net Svcs,0,Limited Term EE,0,0,0.83,LTE,0.83,1,33280,33280,0,0,0,0,1,31.02,0,0,4,1,0.25
236,1,0,Resigned-Another Position,0,Net Svcs,0,Limited Term EE,0,0,0.53,LTE,0.53,1,33280,33280,0,0,0,0,2,25.56,0,0,1,1,1
239,1,0,Resigned-Returned to School,0,Finance,0,Limited Term EE,0,0,0.68,LTE,0.68,1,31200,31200,0,0,0,1,1,20.6,0,0,1,1,1
240,1,1,Dismissed-Policy Violation,0,Field Svcs,0,Full-Time,0,0,0.64,2H,0.64,1,46280,46280,0,0,0,1,2,45.77,0,0,1,1,1
245,1,0,Resigned-Dissatisfaction w/Job Content,0,Finance,1,Full-Time,0,0,0.11,4E,0.11,0.97,80000,80000,0,0,0,1,1,30.04,0,0,1,1,1
2678,1,0,Resigned-Personal Reasons,0,CCO,0,Full-Time,1,3,8.76,C3,7.38,0.81,34278.4,33550.4,0.02,1,0,1,1,31.55,0,0,1,1,1
2811,1,0,Retirement,0,CCO,0,Full-Time,1,4,8.45,C3,0.52,0.86,34403.2,33072,0.04,0,0,0,2,64.69,0,0,1,1,1
251,1,0,Resigned-Returned to School,0,Net Svcs,0,Limited Term EE,0,0,0.24,LTE,0.24,1,33280,33280,0,0,0,1,0,20.66,0,0,1,1,1
258,1,0,Resigned-Another Position,0,Finance,0,Limited Term EE,0,0,0.64,LTE,0.64,1,31200,31200,0,0,0,1,1,20.81,0,0,1,1,1
259,1,1,Dismissed-Policy Violation,0,Network Ops,0,Full-Time,0,0,0.5,1H,0.5,0.8,33550.4,33550.4,0,0,0,1,0,30.78,0,0,1,1,1
263,1,0,Resigned-Another Position,0,Field Svcs,0,Full-Time,0,0,0.23,3H,0.23,0.8,43160,43160,0,0,0,1,0,30.28,0,0,1,1,1
266,1,0,Resigned-Another Position,0,Field Svcs,0,Full-Time,0,0,0.42,4H,0.42,0.83,49920,49920,0,0,0,1,0,40.28,0,0,1,1,1
3861,0,2,,0,CCO,0,Full-Time,1,3,3.41,C3,2.6,0.85,34611.2,27331.2,0.27,4,0,0,2,43.06,0,0,1,1,1
278,1,1,Dismissed-Temp Assignment Ended,0,Net Svcs,0,Limited Term EE,0,0,0.13,LTE,0.13,1,33280,33280,0,0,0,0,0,26.9,0,0,1,1,1
4471,1,1,Dismissed-Unsat. Performance,0,CCO,0,Full-Time,1,3,2.13,C3,2.13,0.85,34611.2,27872,0.24,4,0,0,2,36.83,0,0,2,1,0.5
285,1,0,Resigned-Personal Reasons,0,Field Svcs,0,Full-Time,0,0,0.14,1H,0.14,0.87,33280,33280,0,0,0,1,2,27.46,0,0,1,1,1
286,1,0,Resigned-Personal Reasons,0,CCO,0,Full-Time,0,0,0.39,C3,0.39,0.8,33696,33696,0,0,0,1,1,28.52,0,0,1,1,1
288,1,0,Resigned-Dissatisfaction w/Job Content,0,CCO,0,Full-Time,0,0,0.14,C3,0.14,0.8,33696,33696,0,0,0,1,2,28.67,0,0,1,1,1
292,1,1,Dismissed-End of Introductory Period,0,CCO,0,Full-Time,0,0,0.04,C3,0.04,0.8,33696,33696,0,0,0,1,1,27.71,0,0,1,1,1
293,1,1,Dismissed-End of Introductory Period,0,CCO,0,Full-Time,0,0,0.2,C3,0.2,0.8,33696,33696,0,0,0,1,1,30.81,0,0,1,1,1
294,1,0,Resigned-Personal Reasons,0,CCO,0,Full-Time,0,0,0.62,C3,0.62,0.8,33696,33696,0,0,0,0,1,58.25,0,0,1,1,1
295,1,0,Resigned-Another Position,0,Net Svcs,0,Limited Term EE,0,0,0.61,LTE,0.61,1,33280,33280,0,0,0,1,1,28.8,0,0,1,1,1
296,1,0,Resigned-Another Position,0,Field Svcs,0,Full-Time,0,2,1.41,3H,1.41,0.8,43160,43160,0,0,0,1,1,26.84,0,0,3,1,0.33
3271,0,2,,0,CCO,1,Full-Time,1,5,6.22,1E,6.22,0.55,34660,30000,0.16,2,0,1,1,54.07,0,0,1,1,1
300,1,0,Resigned-Returned to School,0,Zolo,0,Limited Term EE,0,0,0.14,LTE,0.14,1,31200,31200,0,0,0,1,0,17.95,0,0,1,1,1
330,0,2,,0,CCO,0,Full-Time,1,5,1.9,C3,1.9,0.87,35360,27872,0.27,4,0,0,2,28.32,0,0,1,1,1
313,1,1,Dismissed-Other,0,IT,0,Limited Term EE,0,0,0.59,LTE,0.59,1,35360,35360,0,0,0,1,2,26.49,0,0,5,1,0.2
318,1,0,Resigned-Another Position,0,Field Svcs,0,Full-Time,0,0,0.39,4H,0.39,0.8,47944,47944,0,0,0,1,1,41.31,0,0,1,1,1
226,1,0,Resigned-Relocation,0,CCO,0,Full-Time,1,3,1.66,C3,1.66,0.84,35360,29536,0.2,3,0,1,1,32.03,0,0,1,1,1
701,1,1,Dismissed-End of Introductory Period,0,CCO,0,Full-Time,1,0,0.46,C3,0.46,0.84,35360,31720,0.11,1,0,1,1,28.4,0,0,1,1,1
798,1,0,Resigned-Dissatisfaction w/Work Schedule,0,CCO,0,Full-Time,1,3,0.64,C3,0.64,0.84,35360,35360,0,0,0,0,1,35.87,0,0,1,1,1
336,1,0,Resigned-Another Position,0,Network Ops,0,Full-Time,0,0,0.04,C6,0.04,0.83,45760,45760,0,0,0,1,0,58.82,0,0,1,1,1
956,1,0,Resigned-Dissatisfaction w/Work Conditions,0,CCO,0,Full-Time,1,0,0.01,C3,0.01,0.84,35360,35360,0,0,0,1,0,67.87,0,0,1,1,1
340,1,0,Death,0,CCO,0,Full-Time,0,0,0.13,ACQ,0.13,0.9,30576,30576,0,0,0,1,1,59.44,0,0,1,1,1
1054,1,1,Dismissed-Failed to Return LOA,0,CCO,0,LOA,1,0,0.25,C3,0.25,0.84,35360,35360,0,0,0,0,2,28.7,0,0,1,1,1
358,1,1,Dismissed-Temp Assignment Ended,0,GRA,0,Limited Term EE,0,0,0.38,LTE,0.38,1,35360,35360,0,0,0,0,0,22.52,0,0,1,1,1
364,1,0,Resigned-Personal Reasons,0,Net Svcs,1,Full-Time,0,0,0.07,2E,0.07,0.89,60000,60000,0,0,0,1,2,34.68,0,0,1,1,1
365,1,0,Resigned-Another Position,0,Net Svcs,1,Full-Time,0,0,0.37,3E,0.37,0.9,70000,70000,0,0,0,1,1,30.27,0,0,1,1,1
367,1,0,Resigned-Another Position,0,Field Svcs,0,Full-Time,0,0,0.41,3H,0.41,0.8,43160,43160,0,0,0,1,1,31.58,0,0,1,1,1
1173,1,0,Resigned-Personal Reasons,0,CCO,0,Full-Time,1,0,0.02,C3,0.02,0.84,35360,35360,0,0,0,1,1,69.39,0,0,1,1,1
