Pers.No.,Termd,TermType,ReasonForLeaving,Rehire,BusinessUnit,EESubgroup,EEGroup,Commission,RecentRating,Tenure,Paygrade,TimeInPaygrade,PercentOfMarket,FinalPay,BeginPay,ChangeSince2020,PayIncreases,EdAssist,Sex,POC,Age,Promotion,DevRole,AppliedToJobs,HiredInJobs,PercentOfJobHired
492,0,2,,0,IT,1,Full-Time,0,3,1.58,1E,1.14,1.01,61350,33280,0.84,3,0,1,1,39.62,0,0,2,2,1
497,0,2,,0,Field Svcs,0,Full-Time,0,3,1.58,4H,1.14,0.9,54787.2,48880,0.12,3,0,1,1,48.13,1,0,2,1,0.5
507,0,2,,0,Field Svcs,0,Full-Time,0,3,1.52,4H,0.76,0.85,51916.8,44200,0.17,3,0,1,1,45.28,1,0,1,1,1
510,0,2,,0,CCO,0,Full-Time,0,3,1.54,C3,0.18,0.85,36400,30576,0.19,3,0,0,1,50.36,1,0,2,2,1
523,0,2,,0,Field Svcs,1,Full-Time,0,3,1.5,4E,0.57,0.81,70240,54080,0.3,3,0,1,1,42.95,1,0,3,2,0.67
524,0,2,,0,Zolo,0,Part-Time,0,4,1.5,2H,0.07,0.84,38532,32240,0.2,3,0,1,1,21.53,0,0,1,1,1
537,0,2,,0,Field Svcs,0,Full-Time,0,5,1.46,4H,0.53,0.84,51188.8,39000,0.31,3,0,1,2,26.9,1,0,2,2,1
573,0,2,,0,Field Svcs,0,Full-Time,0,3,1.42,1E(N),0.03,0.8,45448,35880,0.27,3,0,1,1,47.84,1,0,2,2,1
374,1,0,Resigned-Personal Reasons,0,CCO,1,Full-Time,1,0,0.38,1E,0.38,0.34,27000,27000,0,0,0,1,0,22.03,0,0,1,1,1
623,0,2,,0,Zolo,0,Full-Time,0,4,1.35,2H,0.07,0.95,44720,36400,0.23,3,0,1,2,26.64,0,0,1,1,1
640,0,2,,0,CCO,0,Full-Time,0,3,1.33,C5,0.22,0.83,43160,35880,0.2,3,0,0,1,51.26,1,0,3,2,0.67
646,0,2,,0,Marketing,1,Full-Time,0,0,1.31,3E,0.13,0.8,65000,31200,1.08,3,0,0,1,35.8,0,0,2,2,1
683,0,2,,0,CCO,0,Full-Time,0,3,1.23,C5,0.68,0.82,42473.6,33696,0.26,3,0,1,1,33.76,2,0,2,2,1
688,0,2,,0,CCO,0,Full-Time,0,3,1.23,C5,0.24,0.81,39998.4,32011.2,0.25,3,0,1,2,32.55,2,0,2,2,1
691,0,2,,0,Network Ops,1,Full-Time,0,3,28.89,4E,2.48,0.87,81044,72924.8,0.11,3,0,1,1,52.82,1,0,3,2,0.67
698,0,2,,0,Field Svcs,0,Full-Time,0,4,28.85,1H,14.25,1.12,47902.4,41787.2,0.15,3,0,0,1,55.54,0,0,1,1,1
714,0,2,,0,CCO,0,Full-Time,0,3,1.17,C5,0.22,0.83,43160,35880,0.2,3,0,1,1,21.94,1,0,3,2,0.67
762,0,2,,0,Net Svcs,1,Full-Time,0,5,28.64,8E,3.1,0.97,171430,154430,0.11,3,0,1,1,53.64,0,0,7,2,0.29
764,0,2,,0,Network Ops,1,Full-Time,0,4,28.66,4E,2.48,0.86,79490,62400,0.27,3,0,1,1,46.06,1,0,2,2,1
791,0,2,,0,Field Svcs,0,Full-Time,0,3,1.06,CB,1.06,0.95,51438.4,46800,0.1,3,0,1,1,23.17,1,0,1,1,1
799,0,2,,0,Field Svcs,0,Full-Time,0,5,40.07,5H,3.59,1.17,78790.4,69409.6,0.14,3,0,1,1,59.28,0,0,1,1,1
398,1,0,Resigned-Another Position,0,CCO,1,Full-Time,1,0,0.14,1E,0.14,0.34,27000,27000,0,0,0,1,1,52.42,0,0,1,1,1
824,0,2,,0,Field Svcs,0,Full-Time,0,3,28.49,6H,5.78,1.08,79539.2,73070.4,0.09,3,0,1,1,51.21,0,0,3,1,0.33
406,1,0,Resigned-Personal Reasons,0,CCO,1,Full-Time,1,0,0.29,1E,0.29,0.34,27000,27000,0,0,0,1,2,26.67,0,0,1,1,1
875,0,2,,0,Field Svcs,0,Full-Time,0,4,28.51,6H,4.36,1.15,80412.8,75129.6,0.07,3,0,1,1,57.77,0,0,1,1,1
877,0,2,,0,Zolo,0,Full-Time,0,3,0.91,2H,0.07,0.97,45760,36400,0.26,3,0,0,1,22.93,0,0,1,1,1
909,0,2,,0,Field Svcs,0,Full-Time,0,4,28.22,5H,3.59,1.07,67995.2,60320,0.13,3,0,1,1,54.25,0,0,2,1,0.5
919,0,2,,0,Finance,1,Full-Time,0,5,25.08,7E,7.01,1.12,146920,122170,0.2,3,0,0,1,48.73,0,0,2,1,0.5
940,0,2,,0,Field Svcs,0,Full-Time,0,3,28.12,2H,1.22,0.97,45843.2,37544,0.22,3,0,0,1,58.98,1,0,5,2,0.4
949,0,2,,0,Net Svcs,1,Full-Time,0,4,27.33,7E,2.48,0.91,132140,93380,0.42,3,0,1,1,46.09,1,0,2,2,1
957,0,2,,0,Field Svcs,0,Full-Time,0,3,28.04,4H,20.86,1.13,65665.6,61796.8,0.06,3,0,1,1,59.88,0,0,1,1,1
963,0,2,,0,Network Ops,0,Full-Time,0,4,26.63,C3,2.6,1.02,44033.6,38334.4,0.15,3,0,0,1,53.1,0,0,4,2,0.5
964,1,0,Retirement,0,Field Svcs,0,Full-Time,0,4,27.93,5H,16.38,1.08,72467.2,64812.8,0.12,3,0,1,1,63.41,0,0,1,1,1
972,0,2,,0,Net Svcs,1,Full-Time,0,4,27.95,3E,1.37,1.15,87970,78000,0.13,3,0,0,1,53.77,0,0,4,2,0.5
988,0,2,,0,Field Svcs,0,Full-Time,0,3,27.87,5H,5.51,1.07,71843.2,65728,0.09,3,0,1,1,58.9,0,0,1,1,1
997,0,2,,0,IT,1,Full-Time,0,3,0.77,2E,0.03,0.95,67030,58000,0.16,3,0,1,2,22.98,1,0,1,1,1
1014,0,2,,0,Field Svcs,0,Full-Time,0,5,27.7,5H,20.86,1.2,80600,73673.6,0.09,3,0,1,1,63.19,0,0,1,1,1
1020,0,2,,0,Field Svcs,0,Full-Time,0,4,27.66,2H,1.22,1.07,50398.4,72500,-0.3,3,0,1,1,57.38,0,0,3,2,0.67
1021,0,2,,0,Net Svcs,1,Full-Time,0,4,27.66,5E,2.44,0.99,105340,90500,0.16,3,0,1,1,54.19,1,0,1,1,1
1022,0,2,,0,IT,1,Full-Time,0,4,27.49,6E,2.87,1.14,136680,128740,0.06,3,0,1,1,49.49,0,0,2,2,1
1032,0,2,,0,Field Svcs,0,Full-Time,0,5,27.69,5H,7.41,1.1,73923.2,66227.2,0.12,3,0,1,1,51.15,0,0,1,1,1
1034,0,2,,0,Field Svcs,1,Full-Time,0,4,27.44,8E,1.52,0.91,160250,126160,0.27,3,1,0,1,57.25,1,0,4,2,0.5
1036,0,2,,0,Net Svcs,1,Full-Time,0,4,27.47,5E,1.07,0.91,97450,79450,0.23,3,0,1,1,46.27,1,0,1,1,1
1039,0,2,,0,Net Svcs,1,Full-Time,0,4,27.39,8E,7.27,1,175660,151630,0.16,3,0,1,1,56.2,0,0,1,1,1
1040,0,2,,0,Field Svcs,0,Full-Time,0,3,27.41,5H,20.86,1.02,68286.4,60881.6,0.12,3,0,1,2,48.02,0,0,1,1,1
1041,0,2,,0,Field Svcs,0,Full-Time,0,3,27.37,6H,10.11,1.09,79934.4,72612.8,0.1,3,0,1,1,56.77,0,0,1,1,1
1043,0,2,,0,Network Ops,1,Full-Time,0,3,27.38,3E,20.86,1.04,79930,71850,0.11,3,0,0,1,55.16,0,0,1,1,1
1044,0,2,,0,IT,1,Full-Time,0,3,27.15,3E,19.29,0.99,79840,71400,0.12,3,0,1,1,54.38,0,0,1,1,1
1047,0,2,,0,Field Svcs,0,Full-Time,0,3,27.33,4H,20.86,1.1,64022.4,58739.2,0.09,3,0,1,1,62.52,0,0,1,1,1
1048,0,2,,0,Field Svcs,0,Full-Time,0,5,27.41,5H,20.86,1.12,75275.2,67225.6,0.12,3,0,1,1,55.04,0,0,1,1,1
1049,0,2,,0,Field Svcs,0,Full-Time,0,4,27.41,6H,15.48,1.07,78520,70844.8,0.11,3,0,1,1,58.62,0,0,2,1,0.5
1050,0,2,,0,IT,1,Full-Time,0,3,27.22,3E,15.69,1.1,84690,76520,0.11,3,0,0,1,55.61,0,0,1,1,1
1051,0,2,,0,Field Svcs,1,Full-Time,0,4,27.24,3E,2.9,1.08,82730,75050,0.1,3,0,0,1,49.58,0,0,2,2,1
1052,0,2,,0,Field Svcs,0,Full-Time,0,3,27.24,4H,14.25,1.01,62004.8,56160,0.1,3,0,1,1,63.41,0,0,1,1,1
1055,0,2,,0,Network Ops,1,Full-Time,0,3,27.2,2E,15.06,0.92,64420,57130,0.13,3,0,0,1,50.7,0,0,4,2,0.5
1060,0,2,,0,Field Svcs,1,Full-Time,0,4,27.05,4E,1.41,1.02,83730,74280,0.13,3,0,1,1,45.42,0,0,3,1,0.33
1061,0,2,,0,Field Svcs,0,Full-Time,0,5,27.03,4H,20.86,1.12,64792,58344,0.11,3,0,1,1,52.24,0,0,1,1,1
1062,0,2,,0,Field Svcs,0,Full-Time,0,5,27.04,5H,5.89,1.08,72675.2,63232,0.15,3,0,1,1,50.47,0,0,1,1,1
1067,0,2,,0,Field Svcs,0,Full-Time,0,3,26.97,5H,14.98,1.06,71219.2,64022.4,0.11,3,0,1,1,62.26,0,0,1,1,1
1068,0,2,,0,Net Svcs,1,Full-Time,0,4,26.97,5E,7.24,0.98,104560,94090,0.11,3,0,1,1,47.36,0,0,2,2,1
1069,1,1,Dismissed-Position Elimination,0,HR,1,Full-Time,0,3,26.87,3E,16.78,1.17,89890,82470,0.09,3,0,0,1,57.65,0,0,1,1,1
1071,0,2,,0,Net Svcs,1,Full-Time,0,4,26.91,4E,0.34,0.95,88000,74256,0.19,3,0,1,1,50.71,1,0,4,2,0.5
1078,0,2,,0,Field Svcs,0,Full-Time,0,3,27.89,4H,20.86,1.09,66934.4,60860.8,0.1,3,0,1,1,62.81,0,0,1,1,1
1080,0,2,,0,Field Svcs,1,Full-Time,0,5,27.89,8E,1.56,0.95,166680,134880,0.24,3,0,1,1,59.84,0,0,3,2,0.67
1081,0,2,,0,Field Svcs,0,Full-Time,0,4,26.75,4H,20.86,1.12,68452.8,61505.6,0.11,3,0,1,1,58.08,0,0,1,1,1
1082,0,2,,0,Marketing,1,Full-Time,0,3,26.93,2E,7.57,1.13,73390,68450,0.07,3,0,0,1,57.56,0,0,1,1,1
1086,0,2,,0,GRA,1,Full-Time,0,4,26.55,6E,20.86,1.22,139240,130180,0.07,3,0,1,1,59.67,0,0,1,1,1
1089,0,2,,0,IT,1,Full-Time,0,4,26.53,4E,15.98,1.04,96590,88740,0.09,3,0,0,1,65.41,0,0,1,1,1
1090,0,2,,0,Field Svcs,0,Full-Time,0,4,26.49,5H,14.25,1.08,72612.8,63419.2,0.14,3,0,1,1,55.54,0,0,1,1,1
1094,0,2,,0,Net Svcs,1,Full-Time,0,3,26.38,3E,5.93,0.97,78410,69530,0.13,3,1,1,1,45.36,0,0,3,1,0.33
1095,0,2,,0,Field Svcs,0,Full-Time,0,3,26.3,6H,0.34,0.97,67371.2,57636.8,0.17,3,0,1,1,47.67,1,0,2,2,1
1096,0,2,,0,IT,1,Full-Time,0,4,26.26,6E,20.86,0.95,120510,111640,0.08,3,0,1,1,62.12,0,0,1,1,1
1098,0,2,,0,Field Svcs,0,Full-Time,0,4,26.25,5H,14.25,1.09,73070.4,66102.4,0.11,3,0,1,1,59.39,0,0,1,1,1
1099,0,2,,0,Field Svcs,0,Full-Time,0,5,25.44,5H,20.86,1.18,79539.2,69576,0.14,3,0,1,1,54,0,0,3,1,0.33
1100,0,2,,0,CCO,1,Full-Time,0,4,26.17,4E,15.86,1.13,97270,89450,0.09,3,0,0,1,56.12,0,0,1,1,1
1101,0,2,,0,CCO,1,Full-Time,0,4,26.23,2E,8.42,1.09,70750,64580,0.1,3,0,0,1,61.76,0,0,1,1,1
1103,0,2,,0,Field Svcs,0,Full-Time,0,3,26.25,4H,20.86,1.09,63356.8,59009.6,0.07,3,0,1,1,44.47,0,0,1,1,1
1105,0,2,,0,Net Svcs,1,Full-Time,0,3,26.15,7E,0.76,0.87,126540,106590,0.19,3,0,1,1,57.93,1,0,9,2,0.22
1106,0,2,,0,Field Svcs,1,Full-Time,0,4,27.89,6E,0.76,0.93,106350,90000,0.18,3,0,1,1,58.09,1,0,5,3,0.6
1109,0,2,,0,Field Svcs,0,Full-Time,0,5,26.15,6H,6.09,1.2,88004.8,80579.2,0.09,3,0,1,1,51.41,0,0,1,1,1
1110,0,2,,0,Net Svcs,1,Full-Time,0,4,26.11,7E,20.86,1.04,151490,139660,0.08,3,0,1,1,65.83,0,0,2,1,0.5
1112,0,2,,0,Network Ops,1,Full-Time,0,4,26.04,4E,5.89,0.86,80110,72950,0.1,3,0,1,1,55.46,0,0,6,2,0.33
1116,0,2,,0,Net Svcs,1,Full-Time,0,5,25.11,6E,3.63,1.07,135395,119505,0.13,3,0,1,1,44.91,0,0,1,1,1
1118,0,2,,0,Net Svcs,1,Full-Time,0,4,26.05,3E,2.67,1,76960,68400,0.13,3,0,1,1,44.39,0,0,3,2,0.67
1201,0,2,,0,Zolo,0,Full-Time,0,3,0.6,3H,0.07,0.83,45760,38480,0.19,3,0,0,1,24.29,0,0,1,1,1
1205,0,2,,0,Zolo,0,Full-Time,0,3,0.6,3H,0.07,0.83,45760,38480,0.19,3,0,1,1,24.65,0,0,1,1,1
1210,0,2,,0,IT,1,Full-Time,0,3,0.58,2E,0.03,0.96,67560,60000,0.13,3,0,1,1,29.53,1,0,1,1,1
1710,0,2,,0,Net Svcs,1,Full-Time,0,3,17.82,3E,1.49,0.85,65430,51600,0.27,3,0,0,1,54.12,1,0,1,1,1
1711,0,2,,0,Net Svcs,1,Full-Time,0,3,26,5E,13.75,1.04,111180,106830,0.04,3,0,1,1,46.53,0,0,14,3,0.21
1712,0,2,,0,GRA,1,Full-Time,0,3,1.66,3E,1.66,0.98,75000,69400,0.08,3,0,1,1,59.08,0,0,2,1,0.5
1714,0,2,,0,Net Svcs,1,Full-Time,0,4,25.95,6E,2.87,0.91,115030,100000,0.15,3,0,1,1,54.55,0,0,7,1,0.14
1715,0,2,,0,Finance,1,Full-Time,0,3,27.34,3E,7.58,1.14,87580,81070,0.08,3,0,1,1,62.71,0,0,2,1,0.5
1721,0,2,,0,Field Svcs,0,Full-Time,0,4,5.78,4H,20.86,1.04,60424,54974.4,0.1,3,0,1,1,59.15,0,0,3,1,0.33
1722,0,2,,0,Field Svcs,0,Full-Time,0,5,26.25,6H,3.36,1.16,80620.8,72280,0.12,3,0,1,1,45.67,0,0,4,2,0.5
1723,0,2,,0,Field Svcs,0,Full-Time,0,4,25.91,6H,5.55,1.15,80412.8,74630.4,0.08,3,0,1,1,56.75,0,0,1,1,1
1724,0,2,,0,Field Svcs,0,Full-Time,0,3,25.91,4H,11.39,1.1,63980.8,59737.6,0.07,3,0,0,1,53.05,0,0,1,1,1
1726,0,2,,0,Field Svcs,0,Full-Time,0,4,25.83,6H,7.43,1.04,76294.4,66830.4,0.14,3,0,1,1,55.81,0,0,1,1,1
1727,0,2,,0,IT,0,Full-Time,0,3,25.87,3H,2.6,0.95,52291.2,46737.6,0.12,3,0,1,1,50.3,0,0,3,1,0.33
1728,0,2,,0,Net Svcs,1,Full-Time,0,5,25.82,7E,2.94,1.02,148760,123600,0.2,3,0,0,1,51.07,0,0,2,2,1
1730,0,2,,0,Field Svcs,0,Full-Time,0,3,26.05,5H,10.57,0.99,66622.4,60257.6,0.11,3,0,1,1,56.39,0,0,6,2,0.33
1731,0,2,,0,Field Svcs,1,Full-Time,0,4,26.05,4E,0.38,1.01,87000,74006.4,0.18,3,0,1,1,50.95,1,0,2,2,1
1740,0,2,,0,Field Svcs,0,Full-Time,0,4,26.27,5H,18.33,1.13,75691.2,68452.8,0.11,3,0,1,1,55.19,0,0,4,1,0.25
1741,0,2,,0,Field Svcs,0,Full-Time,0,3,26.27,5H,15.32,1.04,69888,63897.6,0.09,3,0,1,1,59.04,0,0,1,1,1
1743,0,2,,0,Finance,0,Full-Time,0,4,26.27,1E(N),4.74,1.02,55286.4,45302.4,0.22,3,0,0,1,52.42,0,0,1,1,1
1744,0,2,,0,IT,1,Full-Time,0,5,27.3,6E,7.01,1.15,145220,126550,0.15,3,0,0,1,53.03,0,0,1,1,1
1746,0,2,,0,GRA,1,Full-Time,0,4,25.57,2E,7.85,1.19,77680,70410,0.1,3,0,0,1,52.63,0,0,1,1,1
1747,0,2,,0,IT,1,Full-Time,0,3,25.57,3E,7.08,1.09,83450,74400,0.12,3,0,0,1,51.75,0,0,16,1,0.06
1749,0,2,,0,Network Ops,1,Full-Time,0,4,26.27,3E,20.86,1.08,82750,74310,0.11,3,0,0,1,52.15,0,0,1,1,1
1751,0,2,,0,Network Ops,0,Full-Time,0,3,25.48,C2,0.91,1.07,39312,39686.4,-0.01,3,0,0,1,54.96,0,0,13,2,0.15
1752,0,2,,0,Net Svcs,1,Full-Time,0,5,25.34,8E,1.45,0.97,171400,132320,0.3,3,0,0,1,52.43,1,0,3,2,0.67
1754,0,2,,0,Net Svcs,1,Full-Time,0,4,25.33,8E,3.1,0.98,172490,155410,0.11,3,0,1,1,56.3,0,0,3,2,0.67
1756,0,2,,0,Field Svcs,0,Full-Time,0,4,25.27,5H,20.86,1.12,74963.2,67454.4,0.11,3,0,1,1,62.94,0,0,1,1,1
1757,0,2,,0,IT,1,Full-Time,0,4,25.19,6E,12.53,1.22,154070,148070,0.04,3,0,1,1,48.25,0,0,2,1,0.5
1759,0,2,,0,Field Svcs,0,Full-Time,0,5,25.17,5H,18.25,1.16,78145.6,70262.4,0.11,3,0,1,1,48.19,0,0,2,2,1
1762,0,2,,0,Field Svcs,0,Full-Time,0,3,25.14,4H,20.86,1.03,59904,54496,0.1,3,0,1,1,52.31,0,0,1,1,1
1765,0,2,,0,Net Svcs,1,Full-Time,0,5,25.11,7E,0.76,0.95,138560,110170,0.26,3,0,1,1,51.78,1,0,2,2,1
1771,0,2,,0,Field Svcs,0,Full-Time,0,4,24.9,5H,20.86,1.09,73070.4,64604.8,0.13,3,0,1,1,58.23,0,0,1,1,1
1777,0,2,,0,Net Svcs,1,Full-Time,0,3,24.75,2E,0.34,1.01,71000,64729.6,0.1,3,0,1,1,53.41,0,0,15,2,0.13
1778,0,2,,0,GRA,1,Full-Time,0,3,24.65,3E,9.23,1.1,84850,77840,0.09,3,0,0,1,63.45,0,0,2,1,0.5
1779,0,2,,0,Field Svcs,0,Full-Time,0,5,24.74,5H,20.86,1.09,69347.2,61880,0.12,3,0,1,1,56.64,0,0,1,1,1
409,1,0,Resigned-Personal Reasons,0,CCO,1,Full-Time,1,0,0.22,1E,0.22,0.34,27000,27000,0,0,0,1,0,30.61,0,0,2,1,0.5
1784,0,2,,0,Field Svcs,0,Full-Time,0,4,24.64,5H,7.2,1.09,73153.6,65624,0.11,3,0,1,1,50.55,0,0,3,1,0.33
1789,0,2,,0,Field Svcs,0,Full-Time,0,4,24.61,4H,20.48,1.11,67724.8,58822.4,0.15,3,0,1,1,57.71,0,0,3,1,0.33
1791,0,2,,0,Field Svcs,1,Full-Time,0,3,24.54,4E,1.41,1.06,91150,83000,0.1,3,0,1,1,61.39,0,0,5,2,0.4
1795,0,2,,0,CCO,0,Full-Time,0,4,24.6,1E(N),3.17,1.15,65416,56118.4,0.17,3,0,0,1,54.56,0,0,5,2,0.4
1796,0,2,,0,Marketing,1,Full-Time,0,4,24.56,7E,0.03,1.06,138660,116080,0.19,3,0,1,1,60.64,0,0,1,1,1
1797,0,2,,0,Field Svcs,1,Full-Time,0,3,24.54,4E,1.41,0.88,76150,65000,0.17,3,0,1,2,49.41,0,0,6,3,0.5
1798,0,2,,0,Field Svcs,1,Full-Time,0,4,24.48,3E,7.58,1.16,88830,81860,0.09,3,0,1,1,56.9,0,0,4,1,0.25
1804,0,2,,0,Field Svcs,0,Full-Time,0,3,24.49,4H,20.86,1.11,64667.2,60382.4,0.07,3,0,1,2,57.68,0,0,1,1,1
1809,0,2,,0,Field Svcs,0,Full-Time,0,4,24.39,4H,20.86,1.13,69243.2,62524.8,0.11,3,0,1,1,51.23,0,0,16,1,0.06
1811,0,2,,0,CCO,1,Full-Time,0,4,24.35,3E,14.6,1.14,87660,77700,0.13,3,0,0,1,51.7,0,0,2,1,0.5
1812,0,2,,0,Field Svcs,0,Full-Time,0,5,24.37,4H,20.86,1.11,64563.2,58094.4,0.11,3,0,1,1,63.63,0,0,1,1,1
1815,0,2,,0,Finance,1,Full-Time,0,3,24.27,3E,20.86,1,76650,68430,0.12,3,0,1,1,53.13,0,0,1,1,1
1818,0,2,,0,Network Ops,1,Full-Time,0,3,23.09,3E,18.91,1.01,77940,69620,0.12,3,0,0,1,54.48,0,0,1,1,1
1819,0,2,,0,Comm Sales,1,Full-Time,0,3,31.76,4E,2.1,0.98,93710,85770,0.09,3,0,1,1,62.64,0,0,5,2,0.4
1823,0,2,,0,IT,0,Full-Time,0,3,24.16,3H,2.6,0.98,54204.8,48609.6,0.12,3,0,0,2,69.14,0,0,1,1,1
1825,0,2,,0,Field Svcs,0,Full-Time,0,4,35.59,4H,20.86,0.95,57782.4,50460.8,0.15,3,0,1,1,59.77,0,0,1,1,1
1827,0,2,,0,Field Svcs,0,Full-Time,0,3,24.55,4H,20.86,1.03,62712,56680,0.11,3,0,1,1,54.23,0,0,1,1,1
1830,0,2,,0,Net Svcs,1,Full-Time,0,3,24.1,3E,12.07,0.92,74590,65660,0.14,3,0,1,1,49.42,0,0,1,1,1
1837,0,2,,0,Field Svcs,0,Full-Time,0,4,24.06,5H,15.48,1.07,71884.8,64480,0.11,3,0,1,1,64.8,0,0,1,1,1
1840,0,2,,0,IT,1,Full-Time,0,3,24.04,6E,11.39,1.09,137560,127430,0.08,3,0,1,1,54.88,0,0,1,1,1
1842,0,2,,0,Field Svcs,0,Full-Time,0,3,24.06,5H,14.88,1.04,66497.6,60902.4,0.09,3,0,1,1,50.83,0,0,21,1,0.05
1843,0,2,,0,Network Ops,1,Full-Time,0,4,24.02,5E,0.76,0.92,98170,84750,0.16,3,0,1,1,59.76,1,0,1,1,1
1846,0,2,,0,Field Svcs,0,Full-Time,0,3,24,5H,18.25,1.05,70740.8,65083.2,0.09,3,0,1,1,63.86,0,0,1,1,1
1848,0,2,,0,Net Svcs,1,Full-Time,0,5,23.99,7E,1.24,1.09,158340,132680,0.19,3,0,1,1,51.39,1,0,2,2,1
1849,0,2,,0,IT,0,Full-Time,0,4,24,1E(N),9.08,1.1,62545.6,56430.4,0.11,3,0,0,1,53.3,0,0,2,1,0.5
1852,1,0,Resigned-Dissatisfaction w/ Career Opportun,0,Net Svcs,1,Full-Time,0,5,20.75,6E,0.47,0.93,115000,95460,0.2,3,0,1,1,46.1,1,0,4,2,0.5
1857,0,2,,0,Network Ops,0,LOA,0,3,23.85,C4,0.72,0.92,43617.6,40996.8,0.06,3,0,0,1,64.43,1,0,6,2,0.33
1858,0,2,,0,Field Svcs,0,Full-Time,0,4,23.87,4H,20.86,1.04,63440,54329.6,0.17,3,0,1,1,55.87,0,0,1,1,1
1862,0,2,,0,Net Svcs,1,Full-Time,0,5,23.76,5E,8.81,0.97,104070,90960,0.14,3,0,0,1,52.32,0,0,1,1,1
1864,0,2,,0,Network Ops,1,Full-Time,0,3,23.73,3E,3.59,0.86,69130,60010,0.15,3,0,0,1,43.23,0,0,7,2,0.29
1868,0,2,,0,GRA,1,Full-Time,0,3,23.58,3E,19.17,1.11,85190,78370,0.09,3,0,0,1,46.52,0,0,1,1,1
1874,0,2,,0,Network Ops,1,Full-Time,0,3,27.07,2E,3.52,0.83,58610,51000,0.15,3,0,0,1,44.08,0,0,2,2,1
1879,0,2,,0,Marketing,1,Full-Time,0,5,23.45,6E,0.38,0.97,110860,95410,0.16,3,0,0,1,50.96,1,0,2,2,1
1882,0,2,,0,Field Svcs,0,Full-Time,0,3,23.39,5H,20.86,1.08,72800,66580.8,0.09,3,0,1,1,58.51,0,0,1,1,1
1883,0,2,,0,Marketing,1,Full-Time,0,4,23.37,7E,6.97,1.07,140930,128980,0.09,3,0,1,1,53.25,0,0,5,1,0.2
1885,0,2,,0,Network Ops,0,Full-Time,0,5,23.37,C4,2.56,1.17,52707.2,47840,0.1,3,0,0,1,47.23,0,0,7,2,0.29
1886,0,2,,0,Finance,1,Full-Time,0,3,23.33,3E,17.82,0.98,75040,66410,0.13,3,0,0,1,57.68,0,0,2,1,0.5
1888,0,2,,0,Marketing,1,Full-Time,0,5,23.27,8E,4.4,0.94,164850,133000,0.24,3,0,0,1,44.48,0,0,4,2,0.5
1890,0,2,,0,Field Svcs,0,Full-Time,0,4,23.26,1H,15.17,1.08,43825.6,39707.2,0.1,3,0,0,1,47.71,0,0,1,1,1
1892,0,2,,0,Marketing,1,Full-Time,0,5,23.22,8E,3.36,0.9,159360,133000,0.2,3,0,0,1,56.51,0,0,2,2,1
1893,0,2,,0,Net Svcs,1,Full-Time,0,4,23.18,6E,1.83,0.91,115590,94090,0.23,3,0,0,1,55.07,1,0,1,1,1
1895,0,2,,0,Field Svcs,0,Full-Time,0,4,23.18,5H,4.59,1.1,74152,66705.6,0.11,3,0,1,1,51.77,0,0,1,1,1
1897,0,2,,0,GRA,1,Full-Time,0,3,23.14,3E,15.71,1.11,85600,79010,0.08,3,0,1,1,56.59,0,0,1,1,1
1898,0,2,,0,GRA,1,Full-Time,0,3,23.12,5E,12.6,1,99180,92770,0.07,3,0,1,1,47.27,0,0,15,1,0.07
1900,0,2,,0,Net Svcs,1,Full-Time,0,3,23.11,4E,9.08,0.9,83300,76790,0.08,3,0,1,1,47.16,0,0,4,2,0.5
1901,0,2,,0,Net Svcs,1,Full-Time,0,4,23.12,5E,13.21,1.07,113870,104150,0.09,3,0,1,1,46.3,0,0,3,2,0.67
1902,0,2,,0,CCO,1,Full-Time,0,5,23.1,4E,7.81,1.17,100940,90840,0.11,3,0,0,1,56.73,0,0,3,1,0.33
1903,0,2,,0,Field Svcs,0,Full-Time,0,3,23.08,4H,20.44,1.08,66268.8,59737.6,0.11,3,0,1,1,51.36,0,0,1,1,1
1904,0,2,,0,Field Svcs,0,Full-Time,0,4,23.08,4H,11.15,1.12,68660.8,61692.8,0.11,3,0,1,2,60.46,0,0,1,1,1
1906,0,2,,0,GRA,1,Full-Time,0,4,23.08,4E,13.18,1.14,98000,90110,0.09,3,0,1,1,46.14,0,0,1,1,1
1912,0,2,,0,Field Svcs,0,Full-Time,0,4,23.03,5H,20.86,1.09,73278.4,65540.8,0.12,3,0,1,1,54.77,0,0,1,1,1
1913,0,2,,0,Field Svcs,0,Full-Time,0,5,23.03,4H,20.86,1.1,63793.6,57387.2,0.11,3,0,1,1,62.52,0,0,1,1,1
1914,0,2,,0,IT,1,Full-Time,0,3,22.97,6E,15.53,1.04,131470,121490,0.08,3,0,1,1,51.82,0,0,1,1,1
1916,0,2,,0,Field Svcs,1,Full-Time,0,5,23.01,8E,4.86,1.08,190000,152560,0.25,3,0,1,1,46.82,0,0,7,2,0.29
1917,0,2,,0,Field Svcs,0,Full-Time,0,3,22.97,5H,11.49,1.04,69576,61526.4,0.13,3,0,1,1,44.64,0,0,1,1,1
1918,0,2,,0,Field Svcs,0,Full-Time,0,4,22.91,5H,15.48,1.09,73257.6,64937.6,0.13,3,0,1,1,49.76,0,0,1,1,1
1919,0,2,,0,Marketing,1,Full-Time,0,4,22.95,3E,20.82,1.07,82500,73700,0.12,3,0,0,1,52.75,0,0,1,1,1
1926,0,2,,0,GRA,1,Full-Time,0,3,22.83,2E,4.25,0.91,59420,52000,0.14,3,0,0,1,67.14,0,0,1,1,1
